pbindaff,6.6_1,7.6_1,8.6_1,16.6_1,6.7_1,7.7_1,8.7_1,16.7_1,6.8_1,7.8_1,8.8_1,16.8_1,6.16_1,7.16_1,8.16_1,16.16_1,6.15_1,7.15_1,8.15_1,16.15_1,6.9_1,7.9_1,8.9_1,16.9_1,6.17_1,7.17_1,8.17_1,16.17_1,6.35_1,7.35_1,8.35_1,16.35_1,6.53_1,7.53_1,8.53_1,16.53_1,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,6.6_2,7.6_2,8.6_2,16.6_2,6.7_2,7.7_2,8.7_2,16.7_2,6.8_2,7.8_2,8.8_2,16.8_2,6.16_2,7.16_2,8.16_2,16.16_2,6.15_2,7.15_2,8.15_2,16.15_2,6.9_2,7.9_2,8.9_2,16.9_2,6.17_2,7.17_2,8.17_2,16.17_2,6.35_2,7.35_2,8.35_2,16.35_2,6.53_2,7.53_2,8.53_2,16.53_2,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,flexibility,PDB
5.8300,1075.0000,301.0000,374.0000,37.0000,170.0000,50.0000,54.0000,6.0000,781.0000,207.0000,255.0000,21.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.0228,671.6044,3.6122,0.0000,8.2718,1.1656,2.7051,0.1294,0.0000,0.5139,1088.0000,300.0000,367.0000,34.0000,170.0000,48.0000,58.0000,6.0000,755.0000,204.0000,256.0000,23.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.5745,660.4061,2.9673,0.0000,4.9938,1.0107,3.0378,0.0362,0.0000,0.2718,0.2500,4do5
5.3700,1444.0000,419.0000,427.0000,22.0000,197.0000,59.0000,63.0000,3.0000,1793.0000,522.0000,565.0000,22.0000,0.0000,0.0000,0.0000,0.0000,344.0000,103.0000,112.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,78.2897,1193.1982,3.8070,10.5736,9.1920,8.4031,53.8116,0.3113,0.0000,0.0000,1427.0000,391.0000,424.0000,20.0000,204.0000,56.0000,63.0000,3.0000,1847.0000,551.0000,582.0000,20.0000,0.0000,0.0000,0.0000,0.0000,354.0000,106.0000,116.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.6865,1211.8978,5.9162,4.4478,11.2417,14.5034,54.8890,0.3151,0.0000,0.0000,0.1429,3qt6
4.1300,3508.0000,911.0000,1063.0000,75.0000,666.0000,176.0000,208.0000,18.0000,324.0000,84.0000,103.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.8874,1460.9951,1.8089,53.2301,2.0236,19.9095,113.3619,0.3654,2.2443,0.6007,3248.0000,857.0000,985.0000,73.0000,652.0000,174.0000,212.0000,18.0000,319.0000,82.0000,104.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,98.8851,1354.1285,1.2729,38.5005,0.7393,12.7943,109.1450,0.2919,0.0000,0.6116,0.1333,3qto
4.6500,3541.0000,942.0000,1079.0000,74.0000,654.0000,177.0000,207.0000,19.0000,319.0000,85.0000,103.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.9588,1481.4705,1.7907,54.7246,1.3290,18.0530,112.7488,0.3194,1.8814,0.5358,3305.0000,878.0000,1002.0000,74.0000,645.0000,176.0000,207.0000,18.0000,319.0000,86.0000,105.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.0004,1377.4502,1.6254,40.2749,0.5160,11.1696,105.1765,0.2903,0.0000,0.6099,0.1333,3qtv
6.4500,4387.0000,1038.0000,1271.0000,9.0000,2125.0000,489.0000,608.0000,2.0000,674.0000,164.0000,190.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.3982,1927.3676,5.6869,43.3642,9.3942,47.8714,266.4050,1.3061,8.3025,1.4239,4153.0000,965.0000,1183.0000,4.0000,2121.0000,507.0000,609.0000,3.0000,733.0000,164.0000,207.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,127.6283,1924.8962,4.0822,35.9818,8.9342,28.7311,222.2619,0.1419,2.4689,0.0000,0.0541,3qw5
4.2600,3436.0000,908.0000,1031.0000,71.0000,653.0000,173.0000,203.0000,17.0000,314.0000,79.0000,103.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,141.0000,41.0000,44.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,105.7298,1446.5216,1.5316,50.4454,1.4857,22.9131,121.3381,0.4136,2.6398,0.6731,3304.0000,888.0000,1004.0000,66.0000,608.0000,157.0000,194.0000,16.0000,311.0000,77.0000,100.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,199.0000,51.0000,66.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.4463,1381.2850,1.8476,53.3237,1.2778,22.4147,121.3597,0.3792,2.2742,0.6165,0.1333,3qwc
4.2000,3584.0000,941.0000,1084.0000,79.0000,654.0000,172.0000,204.0000,16.0000,319.0000,87.0000,106.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,221.0000,57.0000,65.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,119.4015,1505.1241,1.7058,56.9232,1.9229,19.6558,119.4586,0.4996,2.6079,0.6392,3373.0000,901.0000,1023.0000,74.0000,632.0000,175.0000,202.0000,17.0000,267.0000,79.0000,92.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,205.0000,53.0000,63.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.7494,1445.5903,1.1543,42.7461,0.5653,18.5464,129.1987,0.4994,0.7701,0.2961,0.1333,3qx5
2.8600,2047.0000,573.0000,534.0000,19.0000,1018.0000,281.0000,261.0000,13.0000,1846.0000,491.0000,486.0000,17.0000,0.0000,0.0000,0.0000,0.0000,301.0000,84.0000,82.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.3777,1611.6967,4.8954,0.0000,9.8408,34.8248,294.9917,1.5332,0.0000,2.6313,2130.0000,581.0000,559.0000,21.0000,974.0000,271.0000,262.0000,12.0000,1884.0000,504.0000,500.0000,17.0000,0.0000,0.0000,0.0000,0.0000,323.0000,88.0000,88.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,139.8626,1596.4352,3.4758,0.0000,7.8883,31.5811,314.1665,2.7081,0.0000,3.0139,0.0625,3qx8
4.0500,1122.0000,309.0000,273.0000,11.0000,477.0000,134.0000,109.0000,6.0000,1538.0000,412.0000,400.0000,16.0000,0.0000,0.0000,0.0000,0.0000,345.0000,91.0000,92.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.7013,1134.8685,2.8176,0.0000,6.1466,10.8086,118.6814,0.4683,0.0000,0.0000,1103.0000,305.0000,266.0000,11.0000,468.0000,132.0000,108.0000,6.0000,1493.0000,402.0000,400.0000,14.0000,0.0000,0.0000,0.0000,0.0000,340.0000,94.0000,92.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.5651,1088.0457,2.6920,0.0000,6.0975,8.6744,120.2639,0.5843,0.0000,0.0000,0.1000,3qx9
5.2200,2419.0000,810.0000,727.0000,38.0000,1280.0000,395.0000,374.0000,22.0000,311.0000,106.0000,80.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,144.0743,1665.2623,3.3292,24.2939,6.5013,16.3815,106.7980,0.2124,1.3447,0.0000,2422.0000,803.0000,741.0000,39.0000,1293.0000,397.0000,377.0000,22.0000,314.0000,101.0000,85.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,127.2029,1688.7380,3.0986,25.4728,4.3678,12.5813,110.1642,0.4105,0.5446,0.4435,0.0909,3qxt
8.4000,2445.0000,745.0000,707.0000,40.0000,1283.0000,374.0000,371.0000,22.0000,305.0000,94.0000,73.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,167.0732,1669.2871,4.3775,21.5657,6.8989,14.4554,111.4537,0.5208,4.8366,0.0000,2482.0000,758.0000,718.0000,41.0000,1283.0000,372.0000,371.0000,22.0000,340.0000,106.0000,86.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.7976,1713.5717,3.3770,22.0719,4.8831,20.0450,112.0161,0.5239,5.6958,0.0000,0.1000,3qxv
5.0800,2559.0000,750.0000,792.0000,33.0000,1191.0000,365.0000,361.0000,10.0000,1872.0000,537.0000,579.0000,32.0000,0.0000,0.0000,0.0000,0.0000,277.0000,78.0000,89.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,125.3997,1797.4874,6.4980,0.0000,10.4195,11.8566,203.1724,0.1607,0.0000,0.0000,2840.0000,738.0000,900.0000,46.0000,1371.0000,366.0000,444.0000,20.0000,2015.0000,530.0000,645.0000,39.0000,0.0000,0.0000,0.0000,0.0000,284.0000,74.0000,88.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.3489,1804.4528,2.7338,0.0000,2.9022,19.9444,257.2289,1.1917,0.0000,2.6395,0.2000,3qyy
4.8400,4751.0000,1360.0000,1455.0000,8.0000,699.0000,196.0000,224.0000,0.0000,734.0000,206.0000,225.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.7650,1796.2467,1.8601,57.7821,3.4382,45.8981,311.5049,0.6036,41.6124,0.3073,4552.0000,1304.0000,1423.0000,6.0000,694.0000,198.0000,220.0000,1.0000,711.0000,207.0000,220.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,71.0944,1723.7345,1.1118,44.6168,2.1087,55.6765,343.5104,0.8445,53.2947,0.9786,0.0606,3r0y
7.3000,2250.0000,634.0000,569.0000,11.0000,437.0000,117.0000,108.0000,2.0000,655.0000,186.0000,167.0000,3.0000,373.0000,104.0000,97.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.4925,950.6400,1.8587,37.8287,2.9641,4.8077,41.7655,0.0387,1.6271,0.0000,2275.0000,609.0000,525.0000,14.0000,427.0000,114.0000,102.0000,2.0000,701.0000,178.0000,169.0000,4.0000,383.0000,102.0000,92.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.3980,1037.7180,1.2847,15.2698,2.6587,5.4407,44.6693,0.0013,1.4888,0.0000,0.1818,3r16
6.4100,2228.0000,629.0000,567.0000,11.0000,436.0000,117.0000,109.0000,2.0000,659.0000,185.0000,170.0000,3.0000,372.0000,105.0000,97.0000,1.0000,0.0000,0.0000,0.0000,0.0000,213.0000,59.0000,55.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,69.3358,994.1382,1.8207,35.4640,3.2046,6.6162,48.8621,0.0217,1.5909,0.0000,2275.0000,611.0000,529.0000,15.0000,429.0000,116.0000,103.0000,2.0000,700.0000,176.0000,167.0000,4.0000,381.0000,101.0000,91.0000,2.0000,0.0000,0.0000,0.0000,0.0000,217.0000,52.0000,49.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.3908,1096.3876,1.2392,13.6648,2.6106,7.6510,51.5536,0.0900,2.1793,0.0000,0.1818,3r17
6.9200,3308.0000,692.0000,727.0000,56.0000,443.0000,86.0000,86.0000,8.0000,188.0000,37.0000,38.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.5405,1112.6648,0.7171,83.7905,0.0000,3.7480,35.5502,0.0008,4.8188,0.0000,3326.0000,715.0000,739.0000,55.0000,465.0000,95.0000,100.0000,10.0000,225.0000,55.0000,56.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.1054,1133.4252,0.1815,79.4417,0.0000,2.0023,31.1219,0.0000,3.2800,0.0000,0.2222,3r1v
5.2500,2342.0000,587.0000,717.0000,33.0000,960.0000,228.0000,296.0000,13.0000,783.0000,199.0000,251.0000,11.0000,144.0000,38.0000,43.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,95.9443,1538.0159,2.5624,0.2121,6.3914,12.4807,89.8206,0.0878,0.0000,0.0000,2321.0000,577.0000,724.0000,34.0000,961.0000,228.0000,296.0000,13.0000,749.0000,201.0000,244.0000,11.0000,140.0000,38.0000,43.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.9819,1510.5358,2.9394,0.0000,6.9751,14.4468,85.6389,0.0432,0.0000,0.0000,0.1000,3r24
5.9200,1982.0000,523.0000,645.0000,18.0000,642.0000,147.0000,182.0000,6.0000,158.0000,43.0000,58.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,230.0000,55.0000,69.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.9371,990.4177,1.1044,22.9593,1.6827,4.1504,30.2911,0.0216,1.5553,0.0000,2056.0000,521.0000,654.0000,17.0000,624.0000,154.0000,181.0000,6.0000,165.0000,40.0000,57.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,191.0000,50.0000,62.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.4832,914.7763,1.1235,25.7502,1.4119,3.8737,30.3234,0.1449,1.5164,0.0000,0.2857,3r4m
6.8900,2717.0000,694.0000,869.0000,24.0000,617.0000,153.0000,184.0000,6.0000,167.0000,45.0000,55.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,448.0000,121.0000,155.0000,3.0000,223.0000,55.0000,68.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.1898,1232.8499,1.1251,39.1751,1.3774,23.0528,88.0430,0.2140,12.4463,0.0000,2703.0000,698.0000,866.0000,24.0000,637.0000,146.0000,186.0000,6.0000,167.0000,43.0000,55.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,603.0000,132.0000,172.0000,6.0000,188.0000,52.0000,62.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.6808,1251.6849,0.7332,37.7735,1.2177,12.9966,96.1152,0.1242,10.7328,0.0000,0.1333,3r4n
7.9600,3493.0000,901.0000,1131.0000,29.0000,1183.0000,304.0000,383.0000,10.0000,308.0000,82.0000,99.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,257.0000,74.0000,87.0000,2.0000,426.0000,96.0000,119.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.5064,1669.1691,2.5416,45.3964,2.7098,33.4741,179.9607,0.3734,4.4302,0.0000,3458.0000,902.0000,1103.0000,28.0000,1195.0000,317.0000,376.0000,10.0000,307.0000,84.0000,101.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,238.0000,75.0000,85.0000,2.0000,429.0000,97.0000,119.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.2232,1606.3700,2.2479,41.7689,2.5770,21.2086,182.3613,0.3076,2.8193,0.0000,0.1176,3r4p
4.7200,3184.0000,957.0000,783.0000,59.0000,0.0000,0.0000,0.0000,0.0000,1248.0000,380.0000,333.0000,22.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.0041,1441.7169,3.7960,45.8286,3.0611,10.6446,48.7441,0.5918,0.0000,0.0000,3086.0000,944.0000,768.0000,54.0000,0.0000,0.0000,0.0000,0.0000,1062.0000,345.0000,280.0000,13.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.1211,1411.2052,2.2516,44.2644,0.6948,10.2534,49.1316,0.7475,0.0000,0.0000,0.2500,3r6c
4.5200,1098.0000,267.0000,335.0000,14.0000,217.0000,56.0000,69.0000,3.0000,213.0000,57.0000,66.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.9037,454.0506,0.7444,0.0000,1.5289,1.6783,0.6591,0.0006,0.0000,0.0000,1097.0000,272.0000,345.0000,13.0000,218.0000,52.0000,68.0000,3.0000,210.0000,56.0000,66.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.5593,454.1178,0.4817,0.0000,1.1762,1.4866,0.7007,0.0000,0.0000,0.0000,0.2857,3r6u
8.3600,4427.0000,1288.0000,1200.0000,101.0000,857.0000,259.0000,230.0000,17.0000,757.0000,238.0000,222.0000,18.0000,173.0000,51.0000,46.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,142.4518,2029.4915,2.6303,44.2310,2.6035,8.6029,162.6077,0.5933,1.9878,0.0000,4528.0000,1316.0000,1220.0000,101.0000,897.0000,270.0000,234.0000,17.0000,755.0000,238.0000,222.0000,18.0000,171.0000,51.0000,46.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,137.4144,2067.2068,2.5532,42.7258,2.4131,8.4796,174.8764,0.5953,2.0000,0.0000,0.1250,3r7o
4.8200,1352.0000,432.0000,310.0000,22.0000,146.0000,50.0000,28.0000,3.0000,545.0000,174.0000,129.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.1184,756.4327,1.2653,15.0068,2.1814,3.1776,15.2058,0.3010,0.0000,0.7838,1719.0000,505.0000,470.0000,25.0000,198.0000,56.0000,57.0000,3.0000,783.0000,227.0000,206.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.3129,873.9325,1.1808,4.3367,2.2633,3.7207,15.2058,0.4605,0.0000,0.9670,0.2222,3r88
9.4300,1354.0000,385.0000,418.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1561.0000,470.0000,490.0000,0.0000,0.0000,0.0000,0.0000,0.0000,221.0000,69.0000,73.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.0897,1040.5409,4.5172,7.4836,8.2631,5.5628,25.6641,0.0647,0.0000,0.0000,1327.0000,445.0000,428.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1489.0000,479.0000,493.0000,0.0000,0.0000,0.0000,0.0000,0.0000,206.0000,70.0000,66.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,67.4598,924.9244,3.1405,4.2829,7.5286,10.3358,22.9305,0.0548,0.0000,0.0000,0.1429,3rbu
9.8500,1662.0000,452.0000,513.0000,0.0000,355.0000,90.0000,106.0000,0.0000,450.0000,125.0000,145.0000,0.0000,192.0000,50.0000,58.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.5545,967.7260,3.1808,23.6385,6.2800,3.3013,30.6669,0.0886,0.0000,0.0000,1692.0000,441.0000,524.0000,0.0000,334.0000,95.0000,107.0000,0.0000,543.0000,146.0000,172.0000,0.0000,135.0000,37.0000,43.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.9263,978.3218,1.4919,10.6590,2.7516,9.6529,30.1327,0.2001,0.0000,0.6294,0.1667,3rdo
9.3100,1715.0000,462.0000,535.0000,0.0000,372.0000,94.0000,114.0000,0.0000,437.0000,120.0000,140.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.3945,933.8990,2.8222,31.8353,6.0075,4.0968,28.0016,0.0001,2.0000,0.0000,1725.0000,461.0000,542.0000,0.0000,368.0000,89.0000,108.0000,0.0000,411.0000,114.0000,132.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.3914,931.8613,1.2722,31.4811,2.6750,2.5222,29.3165,0.0000,2.1442,0.0000,0.1429,3rdq
