pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
9.6200,150.1953,2818.6501,7.6182,57.5811,8.0983,0.0312,7hvp
9.6400,54.9443,992.7515,4.8208,34.3001,1.3977,0.1250,1if8
9.7000,137.9523,2545.8281,4.0712,76.5300,4.7458,0.0571,1a7x
9.7000,60.3423,1079.4382,3.2309,9.1972,3.2881,0.2000,1bnu
9.7000,129.6656,2090.1562,5.7255,59.7543,5.3090,0.0769,1mrw
9.7200,160.8218,1888.3954,3.4603,32.5884,2.8709,0.1053,1z6e
9.7200,62.5392,1323.7775,2.9759,56.2866,2.8289,0.3333,2i0g
9.7400,171.0266,2560.9905,6.6565,88.9759,7.2409,0.0426,1nh0
9.7400,154.5476,1915.4492,4.2035,104.8367,2.2924,0.1111,2g00
9.7700,108.6932,1629.6444,9.4394,37.2215,6.3366,0.1333,456c
9.8000,58.1747,1102.6326,3.7003,23.4456,3.4910,0.2222,1bnt
9.8200,113.5236,1578.1506,8.4700,0.0000,11.7836,0.1429,1pvn
9.8200,161.9791,2528.4021,10.2249,80.0465,8.9001,0.0417,1zsr
9.8900,70.5230,1148.4381,4.0062,15.1576,3.2747,0.1053,1a42
9.8900,63.5417,1043.3262,5.6959,23.7744,3.0663,0.2000,1bn3
9.9200,137.9337,2403.4829,5.2194,82.3755,5.2530,0.0625,1hxb
9.9200,153.5378,2500.5857,9.9249,75.4577,8.1966,0.0417,1zsf
9.9500,157.1207,2611.4060,5.2334,84.9343,6.8071,0.0417,1hvl
9.9600,138.2850,1745.1940,6.7906,41.2961,3.7956,0.0833,1fjs
10.0000,64.5424,1058.6643,5.2273,22.0308,2.9021,0.2000,1bnn
10.0000,145.6720,2036.4382,8.8625,19.3022,12.1819,0.0435,1gar
10.0000,74.5640,1420.5359,1.5416,57.0500,0.1026,0.1333,1igj
10.0500,62.8262,881.6258,5.3736,0.0000,9.7351,0.1176,1n4k
10.0500,122.4346,1744.9537,2.4897,51.1911,3.0271,0.3333,1nm6
10.0700,135.1499,2365.2727,3.7570,81.9417,5.3697,0.0645,1sdu
10.1000,109.4645,2142.4392,1.9179,65.0476,1.4921,0.1250,1sr7
10.1100,121.5167,1390.2354,4.6309,4.1859,6.8954,0.1667,1y6r
10.2200,98.8569,1489.5308,3.4980,58.6172,2.1478,0.1429,1xzx
10.2400,111.5090,2179.3848,3.9619,74.2675,6.3172,0.0833,1qbu
10.3000,150.8896,2394.6921,4.2233,84.7183,4.9773,0.0645,1c70
10.3000,142.5770,2572.7837,4.0404,78.3310,6.1719,0.0417,1hvs
10.3300,68.8925,1396.2152,0.8316,80.6955,0.4555,0.2000,4std
10.3700,120.1373,1722.2184,7.2934,47.4550,4.2620,0.1053,1c4u
10.3900,144.5303,2254.4668,4.3119,80.4793,4.2383,0.0769,1kzk
10.4800,155.0481,2326.8755,6.4254,86.1028,5.2810,0.0769,1msm
10.4900,86.9143,1721.0966,1.6940,124.9932,0.0000,0.1538,5std
10.5200,104.4129,1356.3252,4.1712,2.6446,6.5442,0.2000,1b8n
10.5200,115.9948,1808.4697,5.5566,75.4571,4.3135,0.1333,1n46
10.5200,122.8952,2078.2756,8.5398,48.7161,6.1133,0.0667,2f81
10.5200,169.1044,2012.4724,3.7865,94.7804,2.8459,0.1429,2fzz
10.5500,107.2071,1365.7058,4.8041,1.7025,6.4406,0.2222,1g2o
10.5700,173.0867,2678.2568,5.8796,92.6732,8.3239,0.0714,1qbr
10.6200,190.4364,2973.3657,7.2266,109.0276,10.2493,0.0714,1qbt
10.6600,176.5102,2715.4954,4.4721,97.9992,6.2020,0.0417,1dif
10.7200,69.0083,1341.4860,1.1463,87.3149,1.0000,0.1538,7std
10.8000,129.0309,1786.0310,8.9883,87.3990,4.7372,0.1000,1c4v
10.8200,142.8040,2329.4548,5.0025,66.5930,5.8400,0.0455,1hxw
10.9200,154.6403,2605.2158,5.6505,83.0027,8.1706,0.0417,1hvi
10.9600,178.7130,2652.8674,5.8848,94.0638,8.2089,0.0417,1hvk
10.9600,145.3732,1613.6293,9.8752,22.5583,14.3315,0.0741,1m7y
11.0500,101.5782,1507.7861,10.7105,4.6008,12.4923,0.1538,1dqx
11.0500,193.7575,2629.1643,5.2821,150.6266,3.2828,0.0714,1q84
11.0600,101.9366,1523.4432,9.7664,4.7703,13.8552,0.1538,1eix
11.0600,92.1975,1493.3484,8.4304,5.5288,12.8725,0.1538,1lor
11.1000,114.2341,2127.0674,3.8812,68.0387,5.3605,0.0690,1d4y
11.2600,121.4017,2169.7781,4.5576,46.5198,4.2383,0.0571,1hpx
11.3000,140.8986,2265.3542,4.1486,74.9399,6.7603,0.0741,1pro
11.3500,120.7422,2097.8801,3.6244,66.8596,4.8780,0.0625,2hb3
11.4000,152.3597,2535.7415,4.9513,82.2111,6.6903,0.0426,1hvj
11.4000,122.7995,2198.0684,5.0191,54.4401,4.2738,0.0571,2i0a
11.4200,117.3651,2025.8472,6.2913,48.1179,10.0698,0.0339,1lyb
11.5200,99.8521,1732.7738,8.5899,35.6780,8.7046,0.0714,6cpa
11.8000,116.1141,1210.0403,11.1970,2.0453,18.1903,0.1000,1duv
11.9200,99.5147,1376.2303,8.4737,6.1324,9.7612,0.2000,1ctu
12.0000,125.5616,1921.0671,6.7606,15.2857,10.6587,0.0588,1agm
12.0000,124.0520,1963.5020,6.3498,14.4651,12.0416,0.0588,1gah
12.0000,121.1772,1908.2662,7.7992,15.4875,11.5967,0.0588,1lf9
12.7200,77.9061,1152.8616,6.1701,0.0000,10.8931,0.0870,1rbo
13.0000,102.8362,1331.5316,6.0686,0.0000,5.6211,0.2222,2ada
13.0000,90.7561,1172.0026,3.6443,31.9649,6.2835,0.1667,2gh7
