pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,nacttors,ninacttors,PDB
6.4300,99.0343,1611.6193,4.3502,20.4357,5.1585,9.0000,0.0000,2b07
4.7700,72.4071,616.3978,2.2824,0.0000,1.8773,2.0000,3.0000,2b4l
6.3100,63.1213,1390.0740,1.3846,42.1192,2.7066,5.0000,1.0000,2bal
6.8900,166.7113,1988.0206,5.0587,0.0000,8.6908,9.0000,6.0000,2bfq
5.2500,112.7083,1466.1304,3.9164,0.0000,5.9174,6.0000,2.0000,2bfr
3.7000,99.5203,906.4200,4.3508,125.7291,0.0000,0.0000,1.0000,2bjm
5.6200,84.7572,1031.3041,6.5116,19.7896,4.7422,7.0000,3.0000,2bmk
3.7000,53.6750,651.6199,2.6188,0.0000,5.3362,4.0000,7.0000,2bmz
4.6100,41.0104,649.1083,4.4024,3.8199,5.4162,5.0000,1.0000,2bo4
8.5200,133.5549,1667.8911,6.1976,37.5178,0.9056,6.0000,2.0000,2boh
5.7700,47.6127,579.8113,5.8940,0.0000,10.2490,1.0000,4.0000,2boj
7.6700,96.5934,2226.9536,3.5817,55.1369,4.8114,13.0000,6.0000,2bpv
7.4000,110.1532,2331.5828,2.6757,56.1839,5.1997,12.0000,7.0000,2bpy
7.0500,119.1688,1514.5181,4.4038,37.3696,0.1611,6.0000,3.0000,2bq7
8.0500,116.5469,2255.3970,2.7462,84.5974,2.8557,13.0000,5.0000,2bqv
5.1400,82.7315,1433.1246,1.5417,37.3751,0.7581,5.0000,3.0000,2br1
2.9600,32.6494,444.4868,4.2878,0.8664,2.7287,0.0000,1.0000,2br6
5.6600,257.7055,3283.5935,28.1683,103.9681,16.2204,29.0000,14.0000,2bsu
6.1900,61.7239,647.9368,3.1879,8.4971,6.1204,1.0000,5.0000,2bt9
6.0000,93.3880,1096.2832,6.7168,4.5136,10.8055,4.0000,6.0000,2bvd
8.5500,124.9313,2162.4685,4.1714,60.8722,0.4566,11.0000,8.0000,2byr
9.5200,120.1141,1703.5708,3.8040,94.0831,1.7967,6.0000,2.0000,2bys
2.8000,47.3710,537.9728,1.5836,5.1201,2.4209,1.0000,1.0000,2bza
5.4000,84.2525,1362.4292,1.2295,48.3585,1.4963,5.0000,1.0000,2c1p
6.1800,74.1758,1117.4797,2.8328,24.0014,3.3456,1.0000,1.0000,2c3j
5.0700,62.4264,1037.0889,5.1354,32.1728,1.7471,1.0000,0.0000,2c3l
2.6000,74.8572,940.5540,10.3816,4.1297,10.4324,5.0000,1.0000,2c4v
5.3300,104.2896,1206.0725,6.4390,25.5259,9.5093,15.0000,2.0000,2c80
5.6800,165.1735,1829.5195,9.3885,7.0001,13.2541,12.0000,4.0000,2c92
6.8200,151.9648,1834.7817,6.7283,7.2408,11.1353,11.0000,4.0000,2c94
6.1400,83.8948,1029.2692,4.2188,13.7497,5.9343,6.0000,0.0000,2c97
4.6600,72.4304,907.8687,7.9086,1.2737,9.3970,9.0000,2.0000,2ca8
5.6800,87.2910,886.2318,6.6146,11.0889,8.5319,0.0000,4.0000,2cbu
5.4800,73.0418,849.9796,7.4660,7.1244,10.7573,0.0000,4.0000,2cbv
3.9300,121.0825,961.8326,7.0464,0.0000,11.4569,8.0000,2.0000,2cbz
8.0100,82.7542,939.9423,3.2653,18.2406,2.1540,0.0000,2.0000,2cc7
7.4500,101.7282,1249.5520,4.2431,20.2159,4.3367,5.0000,6.0000,2ccb
7.7600,84.8291,948.0004,2.7329,18.1484,1.9704,0.0000,3.0000,2ccc
7.2500,95.5863,973.4213,8.0611,0.0000,8.7953,1.0000,4.0000,2ces
4.7000,53.7666,1129.1697,3.2293,7.7136,5.2694,5.0000,5.0000,2cex
8.1000,105.7225,1711.8080,2.8536,59.5229,3.7655,5.0000,3.0000,2cf8
7.8200,110.0689,1728.3674,3.0351,49.6412,4.1236,6.0000,4.0000,2cf9
5.5200,77.6180,971.4421,3.3191,15.1711,5.0285,2.0000,1.0000,2cht
8.2200,114.4895,1537.0127,2.8467,22.2236,0.1412,5.0000,1.0000,2cji
4.4100,49.2466,954.5972,1.5033,29.0866,0.3711,4.0000,1.0000,2csn
8.1500,128.0885,1811.5026,7.8737,48.8329,8.5125,18.0000,2.0000,2d1n
6.8900,78.4838,737.9112,5.8220,0.0000,10.1016,0.0000,4.0000,2dri
4.7700,34.0165,384.8734,4.1028,0.0000,6.6392,1.0000,0.0000,2dua
4.7000,64.6852,754.0048,10.3021,0.0000,11.8798,3.0000,2.0000,2dw7
7.2200,155.2207,2804.7349,7.6450,66.5816,7.1367,29.0000,2.0000,2er6
5.6600,71.2663,1372.3405,5.1927,40.1810,3.1999,2.0000,0.0000,2erz
6.6000,145.3439,2397.5645,4.3948,175.3200,6.1207,40.0000,7.0000,2euk
6.7000,99.3131,1686.2332,4.3090,60.3560,4.7591,29.0000,11.0000,2eum
6.7000,125.5881,2052.4822,4.8818,132.0294,5.4082,33.0000,7.0000,2evl
7.9400,129.9560,1407.1652,3.1353,88.4795,0.6498,2.0000,1.0000,2ewa
6.1000,57.2276,986.5640,3.8955,11.5401,1.0000,5.0000,2.0000,2ewb
4.3600,24.8893,472.2557,3.0757,0.1976,1.6165,3.0000,1.0000,2ez7
7.5400,99.3144,1566.1523,7.9987,19.2335,2.3994,10.0000,1.0000,2f1g
5.7000,106.4801,1732.8717,7.9885,16.4649,10.7601,6.0000,6.0000,2f2h
6.8900,73.5943,1143.4456,3.6782,7.2411,7.4055,6.0000,2.0000,2f34
5.4000,67.9859,1088.6907,3.4794,9.3847,7.3599,6.0000,1.0000,2f35
5.1700,109.0208,1619.1880,6.7469,0.0000,10.7205,4.0000,8.0000,2f5t
4.6200,97.5083,1221.6235,3.7054,47.3999,5.3161,5.0000,4.0000,2f6t
7.4400,67.6944,766.4860,8.7971,0.0000,11.9209,1.0000,5.0000,2f7o
6.6000,91.1507,1089.5684,9.7970,5.4352,11.2934,4.0000,4.0000,2f7p
10.5200,122.8952,2078.2756,8.5398,48.7161,6.1133,12.0000,4.0000,2f81
8.7000,121.3501,2076.3772,7.3074,53.7649,6.5977,12.0000,4.0000,2f8g
7.2600,32.8125,562.4348,3.0335,23.8753,0.5630,2.0000,0.0000,2f8i
8.2100,107.3921,1193.9739,4.6711,7.4642,7.9101,2.0000,3.0000,2ff1
7.3400,110.2411,1787.2590,5.5487,43.5802,2.7244,13.0000,7.0000,2fgi
9.1800,148.4606,2408.6272,6.2910,87.0486,5.6720,13.0000,4.0000,2fgu
6.1200,140.4888,2452.7764,4.9109,80.1236,5.4428,13.0000,4.0000,2fgv
2.9200,44.5748,776.5974,3.6708,0.0000,8.1147,5.0000,3.0000,2fkf
3.9600,60.0014,670.5394,2.9780,4.8517,3.0968,0.0000,1.0000,2fpz
6.4300,83.0595,1159.6765,6.7732,2.6587,8.8055,8.0000,4.0000,2fqo
6.1400,80.2214,1167.1394,7.9001,2.7352,10.1956,8.0000,4.0000,2fqt
6.6800,105.8744,1234.2769,4.9637,0.0000,7.2543,2.0000,3.0000,2fqw
7.1500,113.8725,1276.4419,5.1420,0.0000,8.0268,2.0000,4.0000,2fqx
6.5700,115.3641,1322.5791,6.2330,0.0000,6.5657,2.0000,4.0000,2fqy
8.5200,101.4426,1596.7242,3.4945,30.1233,3.0526,5.0000,2.0000,2fvd
2.9200,76.1862,897.1276,6.2081,1.8753,8.6484,5.0000,1.0000,2fw6
2.9200,76.0288,899.3575,6.6766,2.0677,9.0814,5.0000,1.0000,2fwp
3.7000,62.6425,646.7822,2.5077,5.9636,3.7831,0.0000,1.0000,2fx6
8.1500,131.8723,1787.0896,2.8457,95.6508,3.3494,18.0000,9.0000,2fxu
5.3500,118.8096,1378.0751,6.9199,0.0000,9.8035,4.0000,2.0000,2fxv
3.3800,88.1447,1330.3649,14.1559,1.8138,5.2564,6.0000,0.0000,2fzg
3.6000,82.8777,1590.1316,17.0181,1.5676,11.0057,7.0000,0.0000,2fzk
10.5200,169.1044,2012.4724,3.7865,94.7804,2.8459,5.0000,2.0000,2fzz
9.7400,154.5476,1915.4492,4.2035,104.8367,2.2924,7.0000,2.0000,2g00
13.0000,90.7561,1172.0026,3.6443,31.9649,6.2835,5.0000,0.0000,2gh7
4.8200,100.4646,1009.4240,3.5094,0.0000,3.1408,2.0000,4.0000,2gl0
6.0700,121.7639,1704.8286,7.8607,41.5895,9.8915,11.0000,2.0000,2gst
3.5900,78.8749,1301.6108,5.9293,0.0000,4.9976,4.0000,2.0000,2gsu
7.3400,99.6610,1432.5565,4.7849,9.6187,6.6991,10.0000,1.0000,2gv6
7.8500,124.3714,1855.3870,5.9169,9.8675,8.2744,11.0000,8.0000,2gv7
9.5200,128.8779,1777.0936,3.3010,92.5033,1.3189,8.0000,0.0000,2gvj
3.9000,49.2179,922.3589,3.1424,27.7674,4.7857,4.0000,1.0000,2gvv
7.0000,63.7916,728.1165,5.5834,0.0000,7.0794,3.0000,4.0000,2gyi
4.8200,146.7911,2378.4514,5.6743,49.4367,8.6654,13.0000,5.0000,2gzl
6.5200,77.9034,1066.1508,3.6384,25.7141,4.1548,5.0000,1.0000,2h4g
5.4900,74.4468,1053.6710,3.9479,28.8110,4.2012,5.0000,0.0000,2h4k
8.7000,43.5845,691.0876,2.2671,3.2668,3.5883,2.0000,2.0000,2h4n
5.1000,66.9491,892.4686,5.6605,0.0000,10.2139,2.0000,3.0000,2h5a
5.3900,59.5012,788.7776,5.0274,35.7175,5.6095,2.0000,1.0000,2h6b
5.1100,122.5134,1870.4318,3.5569,37.3283,5.7644,27.0000,10.0000,2h6q
3.8000,68.7139,850.4099,3.1153,7.8871,4.0518,4.0000,0.0000,2hb1
11.3500,120.7422,2097.8801,3.6244,66.8596,4.8780,13.0000,4.0000,2hb3
1.7200,26.3315,458.5208,1.0222,9.0360,0.4829,1.0000,2.0000,2hdr
5.4700,159.5467,1927.3518,10.1863,0.0000,16.2437,8.0000,3.0000,2hf8
7.4900,143.1208,1919.2786,5.5212,47.7101,3.9818,12.0000,1.0000,2hh5
8.4800,115.0032,2074.9990,5.9163,51.1223,6.2186,12.0000,4.0000,2hs1
8.3100,110.4891,2046.5779,6.9467,47.9968,6.2775,12.0000,4.0000,2hs2
3.8100,104.5472,1524.3590,3.9153,45.6164,2.4787,4.0000,1.0000,2hu6
5.2200,108.4589,1202.9283,4.6097,14.6928,7.6813,8.0000,0.0000,2hxm
11.4000,122.7995,2198.0684,5.0191,54.4401,4.2738,14.0000,5.0000,2i0a
9.7200,62.5392,1323.7775,2.9759,56.2866,2.8289,1.0000,2.0000,2i0g
7.4000,100.9143,1249.7827,4.1062,44.6477,4.3761,9.0000,4.0000,2i3h
7.3000,109.5562,1200.7740,3.1578,44.9645,3.3142,6.0000,5.0000,2i3i
5.4000,87.5878,1184.6312,3.1455,47.8518,1.0216,4.0000,2.0000,2i80
8.4900,107.5157,1525.0696,5.6022,50.8287,2.3674,0.0000,1.0000,2ihq
5.4500,88.1423,1362.8267,2.3745,52.2870,3.3707,5.0000,2.0000,2iko
7.1000,154.5267,2290.0132,4.2304,66.7069,4.1462,12.0000,5.0000,2il2
5.5500,165.5360,1276.3093,5.6078,0.0000,1.0819,3.0000,4.0000,2iuz
6.4300,105.2054,1585.7621,2.3757,50.8064,0.7463,6.0000,2.0000,2ivu
6.0000,76.1105,1104.8311,2.7629,27.2303,4.6706,5.0000,1.0000,2izl
7.3300,127.8068,1537.8656,3.5823,22.0219,0.4222,5.0000,1.0000,2j2u
7.8200,118.1039,1440.8259,2.1187,18.9689,0.2507,5.0000,1.0000,2j34
5.4100,98.0656,1396.6628,6.8262,28.2761,8.5026,4.0000,4.0000,2j47
9.0000,140.2856,1739.5471,4.1556,44.7074,1.0967,10.0000,4.0000,2j4i
6.6500,76.0898,760.7125,5.8352,3.8374,10.6749,1.0000,4.0000,2j75
5.9600,88.2422,908.6238,7.5462,0.0000,9.8186,1.0000,5.0000,2j79
6.6200,91.0832,972.2972,8.2705,0.0000,8.8265,1.0000,4.0000,2j7b
7.1300,109.7559,1207.5220,8.0461,0.0000,8.8220,3.0000,6.0000,2j7d
7.3200,111.0871,1270.2588,8.6083,4.1348,9.1248,4.0000,5.0000,2j7e
6.3500,106.6146,1164.9585,9.9713,0.0000,9.4458,2.0000,4.0000,2j7f
7.0000,99.1400,1204.6945,7.9630,4.6744,8.6017,3.0000,4.0000,2j7g
7.1900,71.5831,689.3636,5.3168,0.0000,8.4000,1.0000,3.0000,2j7h
7.0500,117.4954,2073.8010,5.4546,62.2430,7.1853,15.0000,4.0000,2jxr
7.5200,73.3786,1197.7732,4.6636,22.8357,7.8795,2.0000,4.0000,2mas
5.5400,146.2087,1856.7461,7.0617,33.4362,12.6641,17.0000,4.0000,2olb
8.7000,94.5419,1208.4292,3.3520,75.2180,0.0000,2.0000,0.0000,2pcp
3.5500,66.9801,1022.3224,5.6821,8.8526,7.7162,5.0000,5.0000,2qwc
5.6700,84.7204,1251.1975,4.7241,15.1577,7.7010,6.0000,3.0000,2qwf
3.4200,72.2647,1046.5347,3.3851,8.9705,6.8473,5.0000,5.0000,2sim
5.8900,52.9108,768.0136,4.6334,15.7280,5.0838,5.0000,2.0000,2tmn
4.1500,48.9729,945.5282,3.7471,5.6214,1.7548,2.0000,4.0000,2toh
4.3100,73.5461,1042.4816,3.0901,16.8930,4.8052,6.0000,5.0000,2tpi
4.8200,48.8384,582.6354,4.9319,0.0000,3.8172,3.0000,0.0000,2ypi
6.8600,86.3839,1796.9935,2.1394,63.6296,2.4973,12.0000,5.0000,3aid
6.7200,127.9267,1639.2461,7.5802,51.0678,10.7831,11.0000,2.0000,3gst
3.6000,35.5599,654.4344,4.5980,4.8003,4.0791,4.0000,2.0000,3jdw
4.7000,54.0144,429.2125,5.8371,20.2519,5.2237,5.0000,1.0000,3kiv
2.4000,50.2890,717.9618,4.7184,29.7197,2.1697,1.0000,1.0000,3pcb
3.6200,47.0534,716.8582,5.1564,25.9974,3.8295,1.0000,1.0000,3pcc
6.0500,53.7329,811.6620,6.5808,25.7261,4.0000,1.0000,1.0000,3pcf
2.3000,56.0236,791.1844,8.9142,32.4915,3.6043,2.0000,1.0000,3pcg
6.7000,52.3167,814.8829,3.8814,20.7195,3.8009,1.0000,1.0000,3pck
3.6600,57.2059,882.8449,9.2120,33.0470,4.4860,2.0000,2.0000,3pcn
8.8200,49.5620,972.1956,2.9489,21.3807,2.7232,12.0000,4.0000,3tlh
9.7700,108.6932,1629.6444,9.4394,37.2215,6.3366,6.0000,1.0000,456c
6.6200,149.9038,2690.8635,6.6229,100.7664,6.1601,21.0000,5.0000,4er1
6.5200,169.3779,2713.7356,9.9367,97.9470,10.2799,20.0000,7.0000,4fiv
4.3200,55.3575,876.7377,3.6516,1.8685,4.2495,4.0000,2.0000,4rsk
10.3300,68.8925,1396.2152,0.8316,80.6955,0.4555,3.0000,2.0000,4std
7.7000,212.5714,2687.5278,13.7635,17.3174,17.4540,16.0000,5.0000,4tmk
4.9400,70.1342,920.0178,5.6121,14.0397,4.2613,3.0000,2.0000,4ts1
6.6400,61.0966,890.3476,4.3733,0.0000,8.4862,1.0000,5.0000,5abp
6.5700,145.5089,2824.9226,6.0773,76.4513,8.3275,28.0000,7.0000,5er2
7.6600,57.9103,1025.8129,2.0487,26.4482,3.4711,12.0000,4.0000,5fiv
10.4900,86.9143,1721.0966,1.6940,124.9932,0.0000,5.0000,1.0000,5std
6.3700,73.9482,1180.9065,5.9389,39.6397,6.4273,8.0000,3.0000,5tln
8.0400,102.1255,1578.9390,3.8565,43.0173,4.9303,14.0000,4.0000,5tmn
7.4700,215.0108,2770.8872,11.3483,17.5842,12.9779,17.0000,3.0000,5tmp
3.2600,43.2543,766.7039,1.9322,34.9974,1.7429,2.0000,2.0000,5yas
6.3600,45.4101,726.6171,3.9045,0.0000,7.7856,0.0000,4.0000,6abp
11.5200,99.8521,1732.7738,8.5899,35.6780,8.7046,12.0000,2.0000,6cpa
8.0800,63.6670,1030.9691,2.7064,28.4580,3.7168,12.0000,4.0000,6fiv
3.2100,62.0432,639.0702,6.1209,0.0000,6.6603,4.0000,2.0000,6tim
6.4600,51.2091,810.9366,4.6792,6.8624,8.3689,0.0000,5.0000,7abp
9.6200,150.1953,2818.6501,7.6182,57.5811,8.0983,26.0000,10.0000,7hvp
10.7200,69.0083,1341.4860,1.1463,87.3149,1.0000,4.0000,3.0000,7std
8.4900,81.4361,1644.5645,2.9209,40.4097,4.3840,6.0000,1.0000,7upj
9.2800,96.5368,1632.5101,7.0874,33.4830,5.3758,6.0000,1.0000,830c
8.0000,62.2350,882.7221,4.4221,0.0000,8.9135,1.0000,5.0000,8abp
7.6400,91.0843,1475.8781,6.1574,26.7531,5.4213,6.0000,1.0000,966c
8.0000,60.4936,872.3627,5.1716,0.0000,8.4607,1.0000,5.0000,9abp
