pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
7.3500,123.7058,1684.7251,5.1544,30.9606,11.7833,14.0984,107.4577,0.4884,0.0000,0.3709,0.0571,1qkb
1.3600,30.4497,317.3190,0.9585,4.9536,2.7374,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1qpb
2.0600,52.1585,614.9818,2.5561,1.3447,5.5443,1.8323,5.8484,0.0588,0.0000,0.0000,0.1667,1qq9
3.6800,129.9169,1726.7301,5.3840,35.0212,10.7923,49.0453,385.3844,1.8365,0.8503,1.5897,0.0385,1qsc
5.0500,150.1383,1721.0864,4.4581,42.9279,9.8093,22.6417,153.3510,0.0271,7.3363,0.1784,0.0556,1qxk
6.5200,45.8386,799.6737,0.3962,34.5496,0.3015,4.1598,10.7201,0.0186,0.0000,0.0000,0.1818,1qy1
5.7400,37.9628,751.7700,0.2767,22.9676,0.6831,3.4499,4.5271,0.0014,0.0000,0.0000,0.2222,1qy2
6.7000,52.3104,1198.3440,0.5434,2.2559,1.4166,8.7941,64.4415,0.1178,0.0000,0.0000,0.1667,1qy5
8.0000,90.7887,1465.0105,3.5673,39.0229,2.2692,33.9051,227.5319,6.6983,13.8710,0.0000,0.1333,1r0p
3.8300,93.1043,1317.1775,5.3165,0.0000,10.9552,18.4898,145.8999,0.2372,0.0000,0.0000,0.0952,1r0x
8.9200,128.2431,1772.9073,5.3392,71.4908,4.1647,19.4064,121.5802,0.6958,11.7511,0.2476,0.0870,1r1h
8.6400,106.6978,1483.5763,4.4612,54.7172,4.0104,20.4508,146.9410,0.6053,2.8641,0.0000,0.0909,1r1j
4.0500,83.5165,1054.8038,2.4982,15.6959,4.7576,6.2584,62.4197,0.1580,0.0000,0.3366,0.0909,1r4w
6.4600,90.5362,807.1520,4.8529,22.1530,6.4424,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1r5y
7.4000,96.7838,1206.3114,2.1517,54.8689,2.0425,27.7120,207.8851,2.0446,6.1852,2.0682,0.1538,1r6n
5.4000,67.8904,611.1912,2.1621,0.0000,2.0867,2.7641,1.1548,0.1282,0.0000,0.0000,0.2222,1r9l
12.7200,86.5497,1170.6930,3.3937,0.0000,8.7103,13.4111,66.6183,0.2191,0.0000,0.5899,0.0870,1rbo
6.7200,78.7278,1379.0834,0.2044,82.1901,0.4812,3.7278,45.5042,0.0547,11.0863,0.0000,0.1111,1rbp
7.7400,102.2082,1366.9438,1.7546,64.7423,1.4167,13.1539,128.7886,0.2913,3.7424,0.0000,0.1111,1rd4
2.0600,31.1901,388.8762,3.9673,0.0000,8.2442,1.9718,2.8989,0.0000,0.0000,0.0000,0.2222,1rdi
1.6600,30.2935,354.0780,3.0239,0.0000,7.1034,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,1rdj
2.2400,29.2057,413.2434,3.7919,0.0000,8.8362,0.2958,3.7143,0.3567,0.0000,0.8533,0.2222,1rdl
1.8400,36.8854,529.2502,4.0300,1.7394,8.8808,3.7746,18.4701,0.5608,0.0000,1.1536,0.1818,1rdn
6.7000,99.4651,1791.0188,2.3650,102.9284,2.3918,3.2278,77.4788,0.0443,8.0547,0.0000,0.1667,1rdt
8.3000,129.5995,1580.3456,3.4684,47.6671,4.7970,10.9264,104.9834,0.1098,3.2866,0.0000,0.1429,1rej
6.7000,159.2212,2297.1035,3.7953,73.0447,6.9141,22.1274,177.8421,0.3737,13.1641,0.0000,0.0741,1rek
4.3100,55.7474,770.4604,1.8310,0.0000,4.2024,9.7030,85.5300,0.0374,0.0000,0.0000,0.1538,1rgk
4.4300,56.9732,842.9827,1.5927,0.0000,4.3326,12.7508,92.6083,0.0711,0.0000,0.0000,0.1538,1rgl
5.8000,93.3188,1028.0248,4.0826,0.0000,8.6883,12.5697,158.9893,0.5058,0.0000,0.0000,0.0952,1rle
6.4600,85.7038,1147.5432,1.0899,49.9230,1.2742,5.5197,57.5383,0.3878,4.8254,0.0000,0.1818,1ro6
3.1800,173.7570,2318.9368,8.4752,15.6444,15.8474,36.7986,273.7192,1.5498,0.0000,2.3877,0.0645,1ro7
8.5200,133.4212,1750.8748,4.5564,23.1493,8.2148,11.8700,83.4000,0.5611,1.0000,0.7243,0.1000,1rp7
6.4800,74.2394,929.6088,7.0239,0.0000,13.6669,0.5689,3.4823,0.2578,0.0000,0.7253,0.2222,1rpj
2.7500,47.5562,462.3725,1.7775,6.7172,4.1414,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1rql
4.1000,133.0480,1587.6444,2.9066,59.2334,4.7438,53.5678,306.3127,0.7815,6.5423,0.9941,0.0339,1rzx
5.1500,79.3377,850.7011,3.0558,29.0837,4.5375,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1s38
9.0500,83.0995,1413.7625,0.9335,46.5708,0.8573,32.5455,134.2402,1.6453,5.4630,0.0000,0.1667,1s63
6.8900,116.4410,1688.9716,2.3766,51.2126,2.3428,24.1751,252.2189,1.4248,3.6134,0.7335,0.0952,1sb1
7.7400,110.3834,2099.0642,2.8440,90.2185,4.6742,42.3068,254.0281,0.8561,8.5146,0.0000,0.0556,1sbg
7.4400,103.9461,1497.8458,3.0869,7.7259,6.8549,23.3350,187.7422,0.8280,9.2650,1.0665,0.0800,1sc8
9.2700,146.6510,2389.5244,3.1305,94.8330,5.7374,29.2803,276.0151,1.1366,4.8191,0.0000,0.0645,1sdt
10.0700,137.3174,2375.6641,3.1403,86.0411,5.2006,29.2921,289.2053,1.0131,5.2704,0.0000,0.0645,1sdu
8.7400,138.9745,2361.2620,2.7664,86.9568,5.0542,26.1864,281.9570,0.9170,4.4352,0.0000,0.0645,1sdv
5.3700,132.0718,2284.3032,3.8457,78.3679,5.2927,21.0977,272.4262,0.5603,3.8719,0.0000,0.0645,1sgu
5.8000,64.7397,837.4081,2.6242,0.0000,5.9518,8.6450,92.3844,0.0088,0.0000,0.0000,0.1667,1sgx
6.0300,133.3356,2356.0493,4.0818,80.9433,3.2797,43.5601,372.2031,1.5007,13.6790,0.0000,0.0455,1sh9
8.0800,127.0247,2065.5742,4.6607,60.0022,10.0381,33.5127,218.5433,0.4201,6.2525,0.0000,0.0444,1siv
6.5700,108.4234,1788.8850,2.9470,64.7193,4.0530,46.4694,345.3116,1.6744,12.0561,1.2491,0.0952,1sld
6.1700,95.5010,1734.4082,1.2130,37.0415,0.4917,17.6685,188.1524,0.1700,0.0525,0.0000,0.1176,1sle
6.6400,128.3039,1724.6891,2.2755,56.0849,3.7579,27.4577,203.8881,0.5305,2.7423,0.7482,0.0645,1sln
9.4000,75.4220,1432.4601,1.1226,63.9488,1.0000,2.4031,6.9817,0.0083,3.8349,0.0000,0.3333,1sqn
7.4600,82.3019,1041.4731,2.3378,8.3141,5.2370,3.1948,57.1287,0.1444,0.0000,0.0000,0.2222,1sqo
6.2000,98.7724,1157.9902,3.8692,7.8397,6.9740,6.4883,83.7378,0.3034,0.0000,0.0000,0.1538,1sqt
10.1000,114.0400,2140.7981,1.8075,77.3748,1.2968,15.8426,113.6832,2.9220,1.6780,0.0000,0.1250,1sr7
5.3000,114.8721,1290.5671,5.3223,72.5943,2.8717,3.3259,48.8208,0.2039,0.8138,0.0000,0.2000,1srg
6.0800,109.3247,1308.8063,7.4759,71.8009,3.7294,4.5457,50.6640,0.0000,0.8836,0.0000,0.1818,1sri
6.0000,32.9980,451.2838,1.4303,0.0000,3.2786,1.9270,0.2314,0.0003,0.0000,0.0000,0.2500,1ssq
8.1000,91.0427,1963.4102,2.7409,63.5483,1.6318,32.2268,199.4861,5.3912,11.5323,0.0000,0.1333,1stc
4.7700,114.2564,1911.9155,3.1283,39.2935,5.5009,62.7445,464.0223,1.7539,2.1687,2.6223,0.0435,1str
5.0000,150.0379,2375.1936,3.8652,62.8165,6.5131,69.8553,455.0871,3.4892,1.0601,3.6470,0.0385,1sts
7.3000,66.1180,790.0756,2.6605,21.1649,3.0249,2.7695,1.4337,0.8333,0.0000,0.0000,0.3333,1sw1
7.2200,61.2525,637.2557,1.3556,0.0000,2.3437,2.2020,1.1110,0.3361,0.0000,0.0000,0.2222,1sw2
7.3600,70.3456,985.8841,2.1944,25.6178,4.2643,3.2052,29.8126,0.0007,0.0000,0.0000,0.1667,1swg
6.9200,98.2709,1101.7209,3.9319,25.3110,6.6686,3.4970,30.0983,0.0000,0.0000,0.0000,0.1667,1swr
5.4400,108.3561,1124.2128,6.0630,18.3463,9.8386,5.7701,29.5404,0.2770,0.0000,0.0000,0.2222,1syi
4.5400,150.7963,1730.6025,4.6427,0.0000,10.8737,18.4085,151.4655,0.0530,0.0000,0.0000,0.0769,1szd
8.6400,144.3884,1806.3499,5.0023,53.2396,5.8240,48.7381,417.8786,1.5266,47.9792,0.0000,0.1176,1t31
7.4200,131.9254,1887.2800,2.3738,75.2246,2.6039,34.2779,371.0801,1.1668,18.8446,0.0000,0.1176,1t32
7.6800,111.5811,1394.1772,1.6359,64.9686,2.7421,17.6226,90.7014,0.3445,15.0659,0.0000,0.0909,1t4v
4.2200,66.1227,839.2036,3.1230,6.1250,7.6111,4.0985,18.8388,0.0110,0.0000,0.0000,0.1176,1t5f
6.0300,102.0629,1665.7178,3.2904,35.7474,6.9350,23.5295,161.5916,0.8038,0.0000,0.7911,0.0714,1t7d
8.7000,122.6600,1877.0828,3.9036,50.6671,5.5627,18.2104,217.3139,0.0979,0.9387,0.0000,0.0667,1t7j
8.5200,131.9268,1650.4373,2.3667,82.1352,1.8740,21.7481,169.1490,0.5814,13.0653,0.5135,0.1176,1ta2
9.1300,124.8837,1668.1199,1.6560,63.0782,2.4926,29.9509,194.7186,0.6770,0.7296,1.4483,0.0909,1ta6
6.0200,84.2697,1487.1078,1.5975,46.2987,2.8342,55.3862,224.1052,0.4729,52.4317,0.0000,0.0556,1tcw
6.9500,110.8203,2087.5176,2.7431,88.6819,4.8440,42.2614,247.1782,0.4605,6.4904,0.0000,0.0556,1tcx
5.1500,122.3888,1761.5576,6.2848,36.9778,6.8777,24.9744,148.7342,0.9916,0.2028,0.0000,0.1111,1thz
8.0000,129.5169,1695.6925,2.7270,48.4615,4.7461,9.7714,78.1280,0.6287,2.5406,0.0000,0.0952,1tkb
7.5500,110.7511,1594.1233,3.4826,39.6462,5.7280,27.6304,239.6228,0.9709,1.4100,0.6227,0.0667,1tlp
2.9300,40.0965,542.3010,0.9561,4.2720,2.2842,0.2477,1.2937,0.0000,0.0000,0.0000,0.4000,1tng
3.3700,49.8438,594.7214,1.0094,4.2480,2.3257,0.4695,2.0752,0.0000,0.0000,0.0000,0.4000,1tnh
4.0000,41.2811,564.6039,0.7353,5.4767,1.6467,5.6291,8.5043,0.0831,2.8916,0.0000,0.1818,1tni
1.9600,40.6212,575.1848,1.0768,5.1326,2.4450,1.2597,3.8238,0.0001,0.0000,0.0000,0.2857,1tnj
1.4900,48.4264,642.4384,0.7754,5.7310,1.4831,1.7123,8.1865,0.0000,2.1577,0.0000,0.2222,1tnk
1.8800,38.1773,620.9810,0.4770,7.2360,1.0214,1.1451,5.3192,0.0000,1.8745,0.0000,0.4000,1tnl
3.2200,52.2168,638.6179,2.1784,40.5494,4.5127,3.6763,9.7319,0.1679,1.4902,0.0000,0.2500,1tog
8.3000,104.6650,1399.7157,3.1692,57.6365,4.3365,22.2155,125.6811,0.2308,2.1989,0.5247,0.1111,1tom
6.1900,130.5163,1314.2844,6.8009,0.0000,13.5256,12.2440,112.6009,0.3240,0.0000,0.0000,0.1250,1tq4
6.1500,70.4339,1165.2367,2.9657,41.0646,3.1293,14.8622,138.7643,1.9708,22.4068,0.0000,0.2500,1tsl
4.0500,66.3854,621.0370,1.2259,35.9755,2.5291,9.7523,18.1481,0.0617,5.7430,0.0000,0.1111,1tuf
6.8500,101.8338,1336.9893,1.9041,43.6208,2.5665,5.6320,97.6756,0.2892,6.9275,0.0000,0.2857,1tvo
4.6000,60.4117,775.7874,1.9362,2.6766,4.5832,0.6663,16.8407,0.0000,0.0000,0.0000,0.2500,1tx7
7.7400,89.6822,1221.3866,3.4552,45.2253,5.4247,12.4212,74.4184,0.4775,0.0000,0.0000,0.0909,1txr
5.4900,91.8344,1325.2084,5.6962,6.4017,11.6036,7.4667,65.4765,0.0880,0.4330,0.0000,0.1667,1tys
5.8500,76.8519,884.1426,3.5979,19.0340,6.7204,0.6637,4.3611,0.6280,0.0000,1.0000,0.3333,1u1w
4.2200,82.0814,1548.6320,2.2048,0.0000,5.4967,5.1203,74.2737,0.0000,0.0000,0.0000,0.1538,1ua4
5.2200,106.2706,1288.7714,3.7225,0.0000,8.7130,15.3489,97.8001,0.5851,0.0000,1.0544,0.1176,1ucn
9.3000,98.6875,1749.9677,1.4605,38.5094,1.8777,10.5975,98.2369,0.0869,1.4165,0.0000,0.1111,1udt
2.8900,23.9636,366.5738,0.9543,24.0259,2.9502,0.4723,0.7389,0.0000,0.0000,0.0000,0.2857,1ugp
5.9100,81.5183,950.7121,3.3373,0.0000,8.5850,10.5236,131.9223,0.4393,0.0000,0.9375,0.0909,1ugx
9.2200,109.8357,1770.9912,1.6383,48.7922,2.1533,10.5093,156.0210,0.4999,1.5508,0.9645,0.0909,1uho
7.0600,70.3775,519.7589,4.5313,7.5303,5.8110,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1ui0
3.0500,87.9353,870.2121,5.3037,0.0000,10.2508,7.0062,23.1655,0.5502,0.0000,1.2061,0.1250,1uj5
3.0500,91.2680,787.3841,5.6364,0.0000,12.0290,1.5570,27.7917,0.3791,0.0000,0.8796,0.1176,1uj6
4.2100,53.6842,844.8649,2.1134,0.2407,4.4538,15.6988,115.5903,0.5655,0.0000,1.2393,0.1000,1ulg
6.5500,115.7007,1733.6748,1.8376,40.5077,3.0571,81.7900,570.2994,2.6969,3.8850,4.9273,0.0364,1umw
7.7000,65.5009,1088.2913,2.4635,8.3074,4.5586,5.7530,29.1622,0.1256,0.0000,0.0000,0.3333,1uou
4.6000,43.9110,523.5195,0.9011,5.1358,1.9010,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1upf
5.7700,129.5504,2163.6240,3.8944,33.8315,6.8142,31.0783,202.9413,2.4093,0.0000,2.2910,0.0741,1ur9
5.8200,90.0425,1128.7469,2.4711,0.0000,5.3568,15.2436,80.2752,1.1953,0.0000,2.4305,0.1111,1urg
7.7400,90.0224,1058.0503,1.6003,23.3238,2.5630,15.7893,125.3314,0.7849,0.0000,0.0000,0.1429,1usn
4.5500,104.7870,2384.7585,3.0527,42.8065,4.4790,116.1854,688.6953,1.6711,38.9862,2.9404,0.0364,1utc
3.8400,45.4327,529.4390,1.0747,4.0508,2.5694,0.3116,1.2035,0.0000,0.0000,0.0000,0.4000,1utj
2.4700,49.2276,622.0389,1.1875,5.3675,2.3638,3.0656,6.9799,0.0000,1.2410,0.0000,0.2222,1utl
3.0100,47.8187,521.5164,0.9314,6.9948,2.2831,0.8958,4.3040,0.0000,0.0000,0.0000,0.2857,1utm
3.4900,54.3298,567.1124,0.7806,4.9798,1.4588,0.3109,1.1671,0.0000,0.0000,0.0000,0.4000,1utn
2.2700,46.4908,550.6233,0.8366,7.4853,2.0263,1.0845,4.2672,0.0000,0.0000,0.0000,0.2857,1uto
5.1200,63.2547,700.8597,1.4391,0.0000,1.8452,0.5934,10.9673,0.0000,0.0000,0.0000,0.1538,1uv6
7.6400,112.9979,1409.8790,1.1735,72.6422,1.1445,8.8104,89.7853,0.1407,4.7530,0.0000,0.1053,1uvt
7.3400,60.6306,832.4781,0.5505,27.0740,0.0000,1.8789,11.3218,0.0441,0.7428,0.0000,0.4000,1uw6
6.8200,66.0947,956.1304,3.4593,10.0315,7.9978,11.3249,24.4786,0.0669,0.0000,0.3439,0.1176,1uwf
5.9800,90.5004,908.5067,5.1793,0.0000,8.2233,1.9036,7.1855,0.0000,0.0000,0.0000,0.2000,1uwu
3.0000,50.4603,656.1236,2.5461,0.0000,5.3770,9.2736,51.1879,0.3989,0.0000,0.5435,0.1429,1ux7
2.3000,69.6229,1156.1931,2.1744,4.5156,4.6053,27.0832,173.8691,1.3842,0.0000,2.5923,0.0741,1uxa
2.1500,53.9235,1131.9126,2.1548,4.8770,4.7995,26.0048,191.1971,1.4330,0.0000,2.8977,0.0741,1uxb
6.8900,81.5244,758.5142,4.2356,4.5040,7.8143,1.1785,2.8942,0.0000,0.0000,0.0000,0.2857,1uz1
3.4000,68.0382,748.8970,3.6439,6.8032,6.8407,0.7980,2.9979,0.0000,0.0000,0.0000,0.2857,1uz4
4.9600,99.2838,1546.8086,3.7356,12.8641,8.1592,37.8931,259.9323,1.6810,0.0000,2.8016,0.0690,1uz8
5.1000,60.1685,935.2010,3.0451,0.0000,6.6916,4.7680,39.4811,0.0209,0.0000,0.0000,0.1818,1v0k
7.5500,78.3598,898.3325,4.5732,5.8278,8.6902,4.4603,35.0619,0.0000,0.0000,0.0000,0.2000,1v0l
3.9800,132.4944,1527.3036,4.7218,25.0960,8.1995,14.6548,85.4258,0.5315,1.0000,0.0000,0.0952,1v11
4.8200,72.9268,963.4033,3.3896,7.7642,8.3643,0.7537,7.1992,0.0000,0.0000,0.0000,0.2857,1v1j
3.9400,136.9913,1561.4615,4.8267,25.6687,8.6448,11.7866,84.1526,0.6879,1.0000,0.0000,0.0952,1v1m
3.2500,60.4075,606.5311,2.4286,4.1295,4.5737,0.2828,2.6999,0.0000,0.0000,0.0000,0.4000,1v2j
6.1900,134.4552,1553.5386,1.0303,43.3150,0.0000,5.6581,126.6687,0.0938,2.8567,0.0000,0.2000,1v2k
4.2900,61.0274,588.6130,1.2315,6.9228,2.6581,0.2945,2.6782,0.0000,0.0000,0.0000,0.4000,1v2l
5.9000,109.9168,1344.8030,2.5302,58.2126,3.5169,8.0903,92.9472,0.1230,12.9375,0.0000,0.1111,1v2n
4.1300,95.0747,1289.8386,1.6991,26.5045,3.7516,12.5442,153.7309,0.3780,0.0000,0.6941,0.0800,1v2q
3.5500,102.6425,1304.4731,3.5577,38.9266,6.1031,9.1661,140.8116,0.0545,0.0000,0.2404,0.0800,1v2r
4.1700,60.3282,585.2895,1.7742,5.6409,3.9478,0.2785,2.7027,0.0000,0.0000,0.0000,0.4000,1v2s
4.7100,93.3610,1265.6046,1.6326,40.2143,3.9810,8.3741,121.0097,0.0494,0.0000,0.0000,0.0800,1v2t
3.3700,61.2940,593.0428,1.7625,6.7004,3.6812,0.2693,2.7155,0.0000,0.0000,0.0000,0.4000,1v2u
4.0100,102.2991,1213.4075,2.6816,39.8855,5.5576,9.7116,122.1580,0.0552,0.0000,0.0000,0.0800,1v2w
7.5500,115.7584,1799.9615,4.0330,18.0707,7.7022,23.5611,277.6982,0.9271,5.3879,1.2149,0.0588,1vj9
7.7000,120.9251,1595.4740,4.1484,8.3733,8.2733,18.1197,220.1551,1.3414,1.8964,2.1168,0.0690,1vja
3.5800,82.1791,1338.2523,1.9278,0.0000,5.0198,10.6928,125.4208,0.2584,0.0000,0.0000,0.0952,1vjc
3.5400,125.1591,1593.3088,5.1068,0.0000,9.0557,12.9931,121.4402,0.0953,0.0000,0.0000,0.0952,1vjd
5.7700,82.5218,946.7628,3.6282,0.0000,8.9961,14.0940,131.7867,0.0414,0.0000,0.0000,0.1176,1vjj
4.8500,131.5918,1621.5216,5.3262,0.0000,10.6327,11.1480,130.0996,0.4536,0.0000,0.0000,0.1250,1vkj
6.6000,71.8958,1190.4697,0.6230,62.9489,0.8681,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1vot
5.6300,98.0678,1715.3336,1.4839,33.7789,1.4973,40.4990,220.1396,0.8388,0.0000,1.5890,0.0741,1vwl
5.8200,107.4556,1899.4143,3.5234,72.1274,2.7755,43.2889,310.3753,1.1704,12.1409,0.4399,0.1000,1vwn
8.0500,68.4442,1167.8334,0.9587,75.9962,1.6677,19.3434,74.0257,0.0138,29.2956,0.0000,0.0606,1vyf
8.0000,85.3257,1379.6094,1.3946,86.5002,2.4065,14.6366,85.9652,0.0250,26.7890,0.0000,0.0645,1vyg
5.3000,104.1124,1373.9039,2.0278,81.7237,1.9766,29.4109,224.2462,2.9823,33.4291,0.0000,0.1250,1vyq
6.4200,125.0414,1483.6398,3.1923,22.8492,6.4786,20.5224,179.6635,0.5147,7.4380,0.0000,0.0800,1w0y
6.5200,57.6132,808.6546,3.1365,0.0000,8.0531,25.3977,137.0890,0.6003,0.0000,1.2301,0.1000,1w1d
7.6800,58.5783,963.6866,2.8972,0.0000,7.4453,36.5309,188.0582,1.1917,0.0000,2.3789,0.0667,1w1g
4.5700,92.4242,1097.3024,1.6336,21.7984,3.1986,5.1832,33.9665,0.0986,0.6778,0.0000,0.2222,1w2g
6.3200,74.2314,709.5616,6.1971,0.0000,9.3602,0.2368,2.2672,0.4596,0.0000,0.9685,0.2857,1w3j
6.2800,122.8549,1431.4000,6.9532,0.0000,12.5806,19.5423,139.4110,0.8579,0.0000,3.0202,0.0800,1w3l
5.2200,54.0825,948.9652,1.7887,2.2436,4.1016,10.4284,60.0622,0.2509,0.0000,0.4284,0.1667,1w4o
4.7400,50.7434,914.6351,2.2166,1.6667,4.1284,7.0931,55.3770,0.2431,1.0000,0.8142,0.1818,1w4p
5.2600,67.2999,982.1215,2.2593,2.5705,4.5773,9.2015,59.6499,0.6129,0.0000,0.6988,0.1818,1w4q
8.1500,184.9222,2712.9636,6.1425,107.1349,8.3654,42.4437,329.6442,1.2152,0.3342,1.3778,0.0625,1w5v
8.8000,180.5705,2794.8926,5.5197,110.9646,7.4783,42.2528,364.9793,0.9621,0.2178,1.2797,0.0625,1w5w
8.4000,186.9602,2849.4187,6.8369,106.3263,8.6819,52.7971,361.0146,1.3377,0.6227,1.2484,0.0625,1w5x
8.4800,177.7723,2753.6868,6.2375,95.1472,8.3587,53.1120,366.8400,1.3356,0.2505,1.2408,0.0625,1w5y
5.3600,46.1717,1018.0772,1.0810,48.1226,1.7675,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1w6y
5.1000,104.4058,1598.5898,3.7844,33.2132,4.9767,35.6085,205.4972,0.6402,2.1302,0.7542,0.0741,1w7g
8.4000,149.5191,1764.8020,4.2387,32.0181,6.3628,25.4239,240.2694,0.5502,15.6171,0.0000,0.0714,1w7x
0.4900,28.5793,495.4215,0.2970,22.9863,0.5705,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1w8l
1.6000,44.2709,552.2354,0.7729,11.7656,1.5763,3.5746,14.0567,0.2378,0.0000,0.0000,0.2222,1w8m
8.4100,120.4809,1753.7087,3.4233,64.9751,4.9397,9.4787,77.5795,0.0051,4.6462,0.0000,0.1111,1w96
4.0000,94.4789,1574.7068,4.3381,0.0000,8.9772,17.6457,116.5808,0.6667,0.0000,0.8493,0.0952,1wc1
6.2600,87.1504,1050.8983,4.5599,15.6827,10.3954,12.3549,58.7054,0.8281,0.0000,2.2102,0.1000,1wcq
6.3000,77.4100,706.6185,4.5626,15.3475,9.1891,1.1988,9.5697,0.0000,0.0000,0.0000,0.1818,1wdn
4.3600,46.8745,815.4093,1.7287,5.7930,4.2641,0.2420,7.4246,0.0000,0.0000,0.0000,0.2857,1we2
9.0000,38.4023,567.2673,0.5717,0.0000,1.7387,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1wei
3.7000,77.4011,895.6697,1.5778,44.3270,2.7993,7.6661,29.3759,0.0538,4.4199,0.0000,0.1667,1wht
0.8200,50.2828,628.4755,0.6968,7.4667,2.0663,1.9706,5.2726,0.0009,0.0000,0.0000,0.1667,1wkm
6.3000,66.9074,1078.8179,4.3609,24.5897,5.9309,3.3946,30.4928,0.0000,0.0000,0.0000,0.1818,1wm1
9.5500,102.5190,1358.6351,4.5113,31.8649,8.4611,20.0867,139.4670,0.1720,3.8264,0.0000,0.0714,1ws1
3.0000,60.1986,588.8026,1.9007,0.0000,4.7572,2.7730,7.3522,0.0000,0.0000,0.0000,0.1818,1ws4
3.0300,58.3141,572.4048,2.1361,0.0000,5.2262,1.7417,7.7887,0.0203,0.0000,0.2034,0.1818,1ws5
4.4600,130.3370,1440.3339,6.2109,1.0000,12.1036,28.9243,149.5882,0.2432,0.0000,0.0000,0.1000,1wvc
6.7300,108.8748,1140.6656,5.0756,32.2885,8.7466,4.0175,31.2643,0.1440,0.0000,0.0000,0.2222,1wvj
8.7700,108.2364,1220.9392,4.1976,43.9895,6.3193,2.7849,39.1241,0.8409,0.0000,0.0000,0.2000,1x38
9.2200,96.4244,1302.3638,4.3741,13.7460,5.0664,3.7763,47.4033,0.5791,0.0000,1.0000,0.1429,1x39
2.2100,38.8513,697.4361,1.9034,6.7804,4.0102,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,1x8d
6.9600,41.9142,1262.4401,0.7709,66.3986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1x8j
6.1200,144.4981,1559.6942,13.3081,20.3836,19.3845,11.6790,110.0133,0.2983,0.7073,0.0000,0.1111,1x8r
7.8000,127.0070,1511.8789,9.0113,19.5108,15.1719,14.6649,106.3662,0.5876,0.8502,0.8254,0.1111,1x8t
3.9600,90.6451,1359.3252,4.6346,0.0000,8.7752,5.1200,92.1719,0.8598,0.0000,0.9434,0.1000,1x9d
8.7000,104.9763,1713.7993,1.4696,134.4206,2.5703,1.8984,52.2573,0.1634,8.3199,0.0000,0.1538,1xap
5.3000,82.9422,1512.4474,1.6538,39.0066,1.2261,12.3747,187.9062,0.6980,3.0686,0.0000,0.1111,1xbb
6.0400,135.4266,1599.9417,3.6621,46.7234,8.3305,9.2236,101.1360,0.5181,3.7391,0.3821,0.0870,1xbo
7.1200,153.1382,2543.0869,7.0470,4.7011,13.9421,46.3812,327.9968,2.4779,1.8934,4.8685,0.0465,1xd0
4.8200,65.6478,781.4722,3.3910,2.7575,8.4146,2.2309,8.6480,0.0044,0.0000,0.0000,0.1818,1xff
4.6800,54.2263,698.3850,2.6904,0.7225,6.5238,0.8190,5.1431,0.0000,0.0000,0.0000,0.5000,1xge
4.8500,74.0919,1022.5947,2.9265,20.2757,5.4976,6.8727,69.0871,0.6429,0.0000,0.6666,0.1667,1xgi
7.7700,177.2892,2189.7266,5.3748,40.0885,7.8954,13.3280,147.2294,0.2271,6.8052,0.0000,0.1053,1xh9
6.1800,87.5840,960.1426,3.5326,23.9951,7.3319,8.0592,22.7876,0.0000,2.0000,0.0000,0.1667,1xhy
9.4800,83.3997,1719.9585,1.7802,41.9517,0.0000,21.3672,162.3645,6.4597,8.4871,0.0000,0.1538,1xjd
6.0000,92.2570,1657.5984,2.0840,0.0000,4.7716,66.2542,551.0279,3.7822,0.0000,6.0808,0.0556,1xk5
6.8500,95.7227,946.8591,1.8403,68.2751,1.6729,5.6304,33.2761,0.0410,0.0000,0.0000,0.2000,1xk9
6.8800,149.4318,1502.0713,2.9235,37.7524,3.2591,9.3083,116.4718,0.0302,9.8767,0.0000,0.0952,1xka
8.5200,147.0931,2088.5562,2.1397,68.0770,1.4409,14.4237,163.6339,0.7656,9.7140,0.0000,0.0800,1xkk
7.0800,73.8980,1270.5067,1.6965,16.8989,2.4810,12.8262,96.1158,0.5908,10.0782,0.0000,0.1333,1xpz
6.3400,72.3480,1273.9021,1.5016,32.2158,2.2714,17.5687,106.0376,0.7558,7.4118,0.0000,0.1333,1xq0
6.8500,64.7185,506.4903,5.0852,0.0000,9.0639,1.9967,0.2145,0.0000,0.0000,0.0000,0.2500,1xt8
10.2200,105.7577,1482.9550,2.8784,61.7383,2.4259,9.5400,61.7661,0.9742,6.3360,0.0000,0.1429,1xzx
