pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,flexibility,PDB
4.0700,65.4571,790.2462,3.4768,6.2099,6.6522,6.1611,7.9445,0.3605,0.0000,0.0000,53.4651,767.5777,1.5431,5.6101,3.7024,7.4527,8.7240,0.0426,0.0000,0.0000,0.1818,1hyo
7.7200,129.5245,2284.1445,1.5699,62.4381,0.5787,61.6755,374.4318,2.6060,23.5613,1.6059,128.1804,2272.2954,1.7974,58.4855,1.0417,63.9335,378.1857,2.7766,21.5421,1.7596,0.0476,1hyx
5.0300,87.9924,1255.5686,1.9359,43.1899,2.1161,14.2777,153.2601,0.4780,1.6179,1.2290,81.1749,1337.1443,2.7408,16.2218,4.4640,11.0378,143.8580,1.0220,1.7468,1.0247,0.0909,1i1e
8.5200,204.0002,3062.3093,7.2982,103.8538,9.4638,14.2042,121.9107,0.0041,6.8852,0.0000,159.9756,2791.3923,4.4518,102.5994,6.3611,39.4869,310.7029,0.8532,20.4086,0.0000,0.0588,1i5r
6.4000,78.3663,1476.4180,0.7404,44.5455,0.0000,14.6210,65.2811,0.7824,2.3626,0.0000,87.0039,1385.3170,1.3682,37.2543,0.0000,16.0426,65.1840,0.6754,2.9973,0.0000,0.1429,1i7z
6.4100,67.8540,656.8241,1.2230,2.1704,2.4278,0.0000,0.0000,0.0000,0.0000,0.0000,65.5985,650.4382,1.3054,5.0121,1.9346,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1i80
8.6600,77.2446,1012.5591,2.2012,36.9805,3.4175,6.0224,57.8280,0.0872,2.1816,0.0000,73.1879,935.1208,1.8304,34.6794,3.8111,2.2611,57.3824,0.0000,1.0609,0.0000,0.1818,1i9n
8.4100,89.9857,1347.6801,2.0720,29.9138,1.5480,10.9291,84.8961,0.2065,8.6773,0.0000,88.9054,1343.4956,2.2489,29.6768,1.6910,11.4202,84.2598,0.2231,9.1006,0.0000,0.1818,1i9p
2.2200,123.7733,1306.9515,3.0411,0.0000,7.8153,23.0188,143.4232,0.0886,0.0000,0.0000,123.4521,1297.2251,2.6295,0.0000,7.4935,16.9441,166.8907,0.1975,0.0000,0.0000,0.0370,1icj
9.6400,78.9921,1294.7511,1.2508,31.4200,1.8613,17.1525,110.7000,0.0914,15.4680,0.0000,96.5119,1405.9967,2.3922,34.1620,1.5115,20.7327,103.7214,0.6275,13.9183,0.0000,0.1250,1if8
6.4000,75.0929,906.5255,6.3388,48.9610,7.8306,3.0388,21.1579,0.0000,0.0000,0.0000,70.3017,839.4443,4.3029,38.4721,5.5873,4.1322,21.7747,0.0000,0.0000,0.0000,0.2000,1igb
10.0000,73.2321,1354.8181,1.1743,59.2715,1.1094,11.1319,87.8761,0.1924,4.1402,0.0000,73.1116,1328.4751,1.2007,58.8079,1.1597,9.4061,96.7520,0.2612,5.5322,0.0000,0.1333,1igj
6.6200,64.8784,677.8810,4.4055,8.3205,8.4813,0.7492,9.5657,0.0000,0.0000,0.0000,57.7021,690.6140,2.9421,6.7687,6.5480,3.9185,8.2035,0.0001,0.0000,0.0000,0.1818,1ii5
2.8900,66.6116,702.3203,1.9531,0.0000,5.5272,4.4862,10.1017,0.0017,0.0000,0.0000,66.6948,699.5582,1.9376,0.0000,5.5683,3.3979,10.5797,0.0026,0.0000,0.0000,0.1818,1iih
7.4100,76.0059,753.7971,5.3894,0.0000,11.0944,2.3150,9.0018,0.0305,0.0000,0.0000,71.7140,721.4713,4.8876,0.0000,9.8884,6.0242,4.5825,0.8213,0.0000,0.8279,0.2222,1ik4
3.4000,93.5247,1580.0986,1.1349,59.4797,1.4632,16.9908,67.2828,0.1587,18.2328,0.0000,101.1890,1541.6165,1.0582,66.3512,1.0643,10.9741,63.7427,0.2274,18.1335,0.0000,0.0588,1ikt
3.5200,104.1425,1565.4540,2.4145,51.6492,3.9456,56.3762,421.3975,2.0524,12.1037,5.6083,112.3385,1632.2262,3.3094,53.2046,6.0852,37.7475,291.8497,1.5505,8.3113,4.7068,0.0328,1imx
8.3900,131.6837,2241.1514,4.7879,80.7249,6.1994,41.2487,303.1335,0.1403,18.2489,0.0000,124.0566,1831.1451,3.0691,47.8059,4.6625,66.8728,442.2068,2.4436,34.6584,3.3886,0.0333,1it6
2.5400,36.3012,365.7910,0.4282,26.8241,0.6903,0.0000,0.0000,0.0000,0.0000,0.0000,33.1720,359.9209,0.4302,26.7621,0.6618,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,1iup
7.5200,169.3183,2674.7354,4.5804,91.3075,4.7925,58.3012,454.5848,0.7581,20.4908,0.2648,168.4159,2598.5295,3.4246,83.4284,3.9897,69.1487,451.9525,1.4723,12.7758,1.3522,0.0408,1ivp
6.1900,70.4267,1075.2062,4.0520,29.6153,8.4907,7.8957,32.8424,0.0976,0.0000,0.0000,70.2131,1073.2334,4.0099,28.8968,8.4404,7.8846,32.8885,0.0967,0.0000,0.0000,0.1538,1iy7
7.7000,169.6422,2549.2383,5.5831,88.3983,8.8594,59.5243,368.9785,2.5129,21.2893,0.7007,173.3597,2521.3206,6.6830,87.3316,9.2373,60.4737,362.0381,2.3606,20.4365,0.4214,0.0435,1izh
6.5900,154.8163,2484.3601,4.0384,73.6870,7.4501,56.1008,368.5261,1.1544,16.5982,0.3997,152.9753,2500.5347,4.0318,89.1458,5.0683,63.8862,409.9248,0.9652,15.9759,0.2596,0.0435,1izi
6.4700,90.8689,994.5687,5.5420,6.1570,9.2154,4.1035,40.3379,0.0000,0.0000,0.0000,73.5162,1011.1536,3.0293,6.8610,5.0683,4.5026,40.3792,0.0031,0.0000,0.0000,0.2000,1j01
7.6800,116.6278,1717.5162,2.4178,98.9137,1.2285,12.7810,149.2345,0.4103,22.1950,0.0000,136.4971,1739.1481,3.2618,102.1685,0.6050,15.4392,140.2953,1.2235,29.1628,0.0000,0.0645,1j07
4.4900,63.4267,653.8604,2.7943,5.5906,4.8212,0.5063,2.3947,0.0000,0.0000,0.0000,63.4520,653.2516,2.7638,5.5890,4.7778,0.5072,2.3943,0.0000,0.0000,0.0000,0.4000,1j14
3.8400,63.1719,613.7435,1.5990,7.2176,3.0946,0.5506,2.3718,0.0000,0.0000,0.0000,62.3355,616.7123,1.6972,7.4458,3.1471,0.5618,2.3722,0.0000,0.0000,0.0000,0.4000,1j15
7.7200,128.5238,1683.2151,2.4420,92.2104,2.4313,53.5088,397.3450,1.1853,22.0264,0.0000,126.6461,1680.0067,2.5435,92.0201,2.4854,55.8451,394.2800,1.3032,22.4142,0.0000,0.0541,1j4r
3.6100,112.2049,1338.2358,5.1618,0.0000,8.8995,5.8424,71.9336,0.6191,0.0000,1.2851,101.9787,1269.5558,4.5358,0.0000,6.1019,6.8146,67.4874,0.8550,0.0000,1.8084,0.1111,1j8v
5.9200,95.8824,1246.6288,1.7580,38.9831,3.8126,11.5956,77.2763,0.0822,2.1326,0.2485,100.2445,1246.0114,2.1808,36.9080,4.3898,10.6173,83.5537,0.0236,2.1202,0.0000,0.1000,1jao
5.1500,89.7733,1522.7184,4.7061,0.0000,13.1276,24.4769,112.6354,1.1776,0.0000,3.1224,86.6746,1473.4711,5.0830,0.0000,13.6820,28.0569,96.5671,0.8066,0.0000,2.1109,0.0667,1jcx
6.6200,145.9400,2113.0847,3.1709,35.6699,4.3433,62.9287,518.0795,1.6068,15.3116,1.7229,114.3282,1749.3594,2.5586,40.4992,3.7288,105.5883,672.7448,2.1107,19.0771,2.3189,0.0345,1jd5
7.2500,118.5987,1536.2712,5.1353,20.7239,12.1032,13.0765,95.2653,0.4734,0.0000,0.3502,128.0434,1618.9392,4.9676,30.1055,8.2391,11.5956,86.3558,0.1946,0.4372,0.0000,0.0625,1jet
6.8200,123.1827,1767.5629,5.2361,25.2892,13.0911,12.8453,127.9901,0.2057,0.0000,0.0000,121.3705,1780.8458,3.5705,23.4259,8.3057,17.4278,123.3841,0.3657,0.0000,1.0784,0.0541,1jeu
6.8900,161.8693,2180.3164,7.0509,48.5543,11.2664,19.8844,167.3741,0.3968,0.0000,0.0553,159.6481,2215.4971,7.4719,36.2845,9.4166,17.1542,166.0824,0.1147,0.3627,0.0000,0.0571,1jev
8.7000,89.7500,1192.1083,2.7241,103.9006,3.6238,0.0000,0.0000,0.0000,0.0000,0.0000,73.2110,1095.7173,1.9037,106.8921,0.9913,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1jgl
4.7000,140.1377,2449.3254,4.6604,13.2031,9.8938,32.5702,314.0302,1.3814,22.6488,1.1348,139.3667,2335.0586,4.7458,20.7982,11.8075,26.9300,235.7063,0.9479,15.1885,0.0000,0.0500,1jkx
4.0900,62.3778,1194.3203,1.3311,39.3715,2.8490,13.4375,140.3723,0.6033,15.7058,0.0000,60.2036,1196.6221,1.3105,37.2491,2.8201,13.3966,140.1658,0.6049,15.6787,0.0000,0.1111,1jn2
4.9500,119.1994,1688.3639,3.3238,3.6523,7.1854,22.2324,212.5736,0.4609,0.8321,0.9897,117.3270,1721.7399,2.4671,3.9829,5.2230,23.1901,225.9521,0.4135,0.7451,0.5212,0.0769,1jn4
4.6200,67.8016,693.2736,2.8935,0.0000,6.0209,8.3816,56.0758,0.2386,0.0000,0.7367,56.3213,674.8475,2.5501,0.0000,5.8228,7.2890,53.3038,0.6361,0.0000,1.3612,0.1429,1joc
6.0000,115.3342,1739.4565,3.3877,67.6936,2.3679,37.2706,256.1968,0.7207,11.1737,0.7648,107.9412,2029.6249,3.6540,30.1833,4.1519,48.2575,209.9193,1.7119,1.1295,1.0330,0.0476,1jq8
4.9200,84.8923,1254.5524,3.6754,11.6760,6.9796,29.8940,215.7041,0.5735,2.8285,0.7583,110.0778,1392.9618,3.9852,14.0783,6.9607,10.8346,160.3090,1.0678,2.0000,0.7069,0.0833,1jqy
3.4000,48.7223,685.8270,1.0339,4.8950,2.2140,4.4057,18.4401,0.1520,0.0000,0.0000,45.3454,696.7392,1.7880,0.0000,3.1993,6.6534,16.6383,0.2166,0.0000,0.0000,0.2000,1jt1
7.8500,96.8356,1765.1204,2.7512,47.4336,3.6841,15.2721,136.6399,0.1676,0.0000,0.4856,100.5579,1752.3213,2.8085,48.7457,3.5952,15.7427,137.2714,0.2115,0.0000,0.4728,0.1333,1jwt
8.7000,137.5976,1770.4178,5.4657,60.7413,12.1656,53.6715,383.1445,2.5040,16.8962,1.6610,148.9459,1900.9753,5.6065,58.7679,12.2408,41.1103,376.9070,2.4057,4.4133,1.3794,0.0476,1jyq
6.6000,125.4323,1880.6959,2.8619,37.0655,6.1734,16.3541,132.2142,0.1421,6.8970,0.0000,124.1812,1970.1179,2.4677,54.6674,3.5855,14.6894,176.3273,0.5541,7.6528,0.6974,0.0476,1jzs
6.5800,118.2131,1482.7957,3.1375,38.2908,5.7945,28.8686,227.0197,1.1515,2.1545,0.0000,112.4730,1525.8931,3.0679,24.1652,6.1772,27.6473,237.0294,1.0757,5.0863,0.0000,0.1053,1k1i
7.5500,128.0585,1565.6522,2.9425,45.2910,5.2832,20.6103,228.3785,0.8006,0.8289,0.0000,79.1917,1385.1344,1.5176,26.5364,2.5087,48.5348,240.0689,0.6991,45.9198,0.0000,0.0909,1k1j
6.9000,112.1332,1428.5428,3.1641,50.5110,4.7184,17.9297,182.6186,0.8648,0.1079,0.0000,108.9294,1385.9987,1.6434,59.1172,1.5068,14.7115,161.9719,0.1532,0.2261,0.0000,0.1176,1k1l
7.4000,115.6433,1508.4985,3.0923,42.4406,5.5328,18.3162,207.3743,0.8225,0.0000,0.0000,106.9862,1514.5764,3.2949,32.4214,5.6898,29.6288,213.7876,1.0563,0.1070,0.0000,0.1111,1k1m
6.8200,106.9923,1640.0507,2.0624,29.4900,4.1744,40.5316,299.1683,1.7043,9.5529,1.3480,101.3532,1601.4509,2.9811,30.8208,4.8777,43.7268,323.0224,1.9196,10.0096,1.3945,0.0645,1k1n
3.2200,122.6459,2274.8733,5.2390,4.3347,10.0695,31.8404,213.2327,1.6402,1.3899,4.2449,123.1905,2095.4275,4.5237,6.7552,9.0709,32.7543,217.3815,1.6333,1.6657,3.8274,0.0588,1k1y
8.3800,110.9819,1496.4807,3.0959,62.7811,5.2059,29.0590,174.7968,0.3950,2.5665,1.2341,102.4776,1521.8848,3.0701,47.3422,4.7454,18.9933,180.9555,0.6157,3.8096,0.8652,0.0833,1k21
8.4000,135.4322,1621.6669,3.9982,58.4985,6.2297,22.0987,171.4149,0.2665,0.4097,0.0000,119.4943,1684.2017,2.9437,32.0121,1.7848,22.5102,153.0477,0.5037,0.0000,0.7083,0.0909,1k22
5.1100,71.4494,1051.0095,1.2350,25.8832,3.9592,1.8481,32.1803,0.0014,2.3766,0.0000,69.5992,1088.5374,1.3690,24.3874,2.9838,0.2260,28.3786,0.0000,0.5303,0.0000,0.1667,1k4h
7.4800,124.5239,2295.6677,2.8264,75.4698,4.6868,25.2823,289.3294,0.4640,4.5525,0.0000,116.6736,2185.9624,2.2153,75.6120,2.3026,29.9185,280.9704,0.3523,4.0284,0.3192,0.0645,1k6c
7.3600,134.6656,2331.4895,3.0434,82.9726,4.2625,22.0158,294.3630,0.3743,2.9236,0.0000,133.2398,2360.8489,3.0940,69.4636,5.3202,27.8520,300.4039,1.0304,3.5723,0.0000,0.0645,1k6p
7.6200,122.7175,2312.2671,3.1471,75.3823,5.7761,24.3869,290.2515,0.5715,6.7275,0.0000,127.5852,2318.4844,4.3731,70.2989,4.4485,23.0052,299.5466,0.7943,5.4544,0.0000,0.0625,1k6t
6.9200,129.0453,2406.3113,2.6976,72.3107,4.8843,25.9949,314.6433,0.6586,5.8640,0.0000,125.2125,2388.8877,3.0604,79.5857,4.7650,22.7769,312.7305,0.3170,4.6781,0.0000,0.0625,1k6v
5.8200,125.4464,1285.2709,3.0816,89.6024,3.8195,8.2608,75.4016,0.2260,16.8714,0.0000,119.5746,1285.4872,3.1004,87.3061,3.8278,6.9677,75.1871,0.1770,15.6589,0.0000,0.1250,1kav
5.5200,46.4866,489.6026,2.8719,0.0000,6.5328,4.2402,5.1790,0.2461,0.0000,0.0000,43.9734,486.2982,2.9724,0.0000,6.8192,4.3299,5.0401,0.2297,0.0000,0.0000,0.2500,1kc7
9.0500,78.5136,1380.5347,2.3853,65.8007,3.3272,0.0000,0.0000,0.0000,0.0000,0.0000,75.2957,1411.7449,3.0031,78.4593,2.2201,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1kdk
7.2800,117.8208,1235.7958,2.0877,53.8564,3.6721,11.3905,93.4376,0.0497,3.8414,0.0000,116.7984,1255.0088,2.6438,54.2723,3.9665,12.2645,92.4369,0.0294,4.4658,0.0000,0.0909,1kel
5.2000,52.6361,657.6380,1.6248,13.6816,3.8981,5.4333,42.8776,0.3341,0.0000,1.0225,57.3215,613.3834,1.8116,9.7781,4.4974,7.1780,42.7331,0.1516,0.0000,0.5199,0.1429,1kll
6.7000,78.3184,1064.7363,3.4312,0.0000,10.2793,7.7915,34.8116,0.2625,0.0000,1.1154,68.8010,1081.9152,4.0257,0.0000,11.0746,12.3542,31.2117,1.1163,0.0000,1.9919,0.1176,1koj
5.8000,101.0953,1579.7601,1.4168,87.3419,0.5630,14.5573,67.0754,0.1057,26.1322,0.0000,98.6278,1587.8149,1.4653,83.7679,0.5876,16.8615,58.0360,0.2938,28.3297,0.0000,0.0606,1kpm
5.0000,65.9875,1125.1442,0.9724,13.2321,2.1341,7.3685,26.8110,0.1344,0.0000,0.1341,65.4729,1136.4218,1.1198,22.7329,1.5749,7.4136,26.6066,0.1335,0.0000,0.1121,0.2000,1kr3
9.4000,167.2427,1654.1122,3.3430,73.2684,4.2380,11.3865,138.5991,0.1210,6.6739,0.0000,146.2966,1622.7876,2.4267,65.5528,3.4294,14.4152,129.2102,0.1168,7.1166,0.3923,0.0870,1ksn
8.3500,155.2889,1820.8136,3.2669,57.5614,4.4920,21.5168,172.4405,1.6184,12.5644,0.0000,125.0925,1642.1807,1.2998,61.9824,0.5910,24.1662,181.0885,1.4547,12.6045,0.0000,0.0741,1kts
3.8000,137.6714,1681.3669,2.9040,38.9647,3.0516,18.0037,150.2143,0.0878,0.5843,0.4038,135.4034,1567.7751,3.0639,43.7239,4.7362,18.6376,157.2021,1.1457,0.0000,1.1560,0.1000,1kug
3.7700,131.9452,1715.3070,2.8684,43.8399,3.0316,26.3418,139.3591,0.2773,0.0000,0.5385,130.3079,1612.2228,3.8386,32.6798,5.6279,20.3791,176.8624,0.3677,2.8323,0.0000,0.0909,1kui
3.9100,133.6333,1694.7954,2.8124,42.9049,3.3425,21.6135,138.8427,0.2466,0.0000,0.4883,136.7179,1702.2485,3.7702,40.3830,3.7962,20.6291,158.8739,0.1261,0.5846,0.0000,0.0800,1kuk
5.9200,142.2251,1517.6150,5.4564,12.6107,6.7968,9.2456,79.2100,0.4925,0.0000,1.1300,113.4874,1593.7827,6.5272,30.5825,5.2668,8.3356,80.2085,0.5894,0.0000,1.0637,0.1111,1kyv
10.3900,148.9077,2258.1575,3.4535,88.3691,3.9580,24.1935,270.0303,0.7040,8.6952,0.1286,125.1706,2205.2668,4.0353,73.8577,1.7588,25.3574,243.9831,2.0034,4.0932,0.0000,0.0769,1kzk
8.9200,122.5666,1780.6042,2.4074,52.9105,3.8313,33.5505,304.4218,1.1198,14.6985,0.0000,116.3137,1667.7733,2.3735,29.4933,3.8413,31.2386,282.3962,0.6444,13.4483,0.0000,0.0645,1kzn
3.4000,40.6186,467.9984,0.3254,54.1072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.6157,467.2781,0.3253,53.9943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1l83
6.8500,131.2032,1153.2217,2.9757,0.0000,6.8213,23.7665,207.6921,0.2163,0.0000,0.0000,133.0913,1239.5026,3.2445,0.0000,6.3499,15.6943,191.0704,0.3033,0.0000,0.3136,0.0909,1l8b
2.8000,117.9477,1860.0660,2.5943,75.9232,4.6211,26.0338,172.1081,0.3371,26.9984,0.5263,120.6897,1770.5840,2.3260,70.5297,4.4679,31.9333,186.9644,0.4588,32.6954,0.5733,0.0339,1l8s
7.8500,101.5035,840.6542,4.9108,11.7006,10.2782,2.2283,20.3183,0.0000,0.0000,0.0000,93.8486,861.0464,5.4406,13.8695,8.9848,2.3292,17.1796,0.0008,0.0000,0.0000,0.1538,1laf
6.3000,87.8504,791.1000,4.6188,1.0513,7.0357,5.0554,6.8535,0.1807,0.0000,0.6031,87.0921,797.7544,4.6252,5.3260,5.4319,1.1718,12.7304,0.0000,0.0000,0.0000,0.2222,1lag
7.5200,79.0218,635.3101,3.7975,11.2995,8.2090,1.9815,5.4251,0.0001,0.0000,0.0000,71.6968,640.6384,4.2949,17.9877,7.1749,1.0546,6.5620,0.0000,0.0000,0.0000,0.1667,1lah
7.2200,48.4569,540.8998,2.2176,3.3444,4.7796,1.1588,4.9734,0.0048,0.0000,0.0000,47.0002,550.5938,1.7966,2.7328,4.1562,1.9525,4.7930,0.0058,0.0000,0.0000,0.1818,1lan
7.8500,127.1901,1382.3687,5.3979,31.0701,10.0734,15.5993,73.8069,0.9867,0.0000,2.9684,103.0201,1407.0795,4.3847,30.0382,9.6430,9.7850,96.2974,0.7010,0.0000,1.9714,0.0870,1lbf
7.8500,120.6236,1373.9617,8.1763,29.2937,13.0030,7.9302,93.9944,0.9576,0.0000,1.6169,132.5191,1366.7671,7.7202,27.1457,10.6483,10.2761,67.9795,1.3795,0.0000,2.8720,0.1000,1lbl
6.6400,49.2647,595.3873,2.0807,3.6267,4.2486,1.4514,7.1131,0.0216,0.0000,0.0000,38.3304,584.4052,1.1080,4.9348,3.3245,1.0392,7.4084,0.0000,0.0000,0.0000,0.1818,1lcp
7.7400,125.3032,1879.3654,3.3383,105.2879,5.8321,27.7184,238.3571,0.5784,7.8825,0.0000,126.1180,1883.3251,3.3464,105.6850,5.7380,27.9411,239.6559,0.7592,7.9689,0.0000,0.0588,1lee
7.5200,107.8712,1842.6875,3.0625,93.2039,6.0878,28.3688,233.2034,0.4528,8.9621,0.0000,108.5632,1834.7670,3.4011,96.1775,5.5692,23.0055,223.9780,0.3217,4.8014,0.0000,0.0588,1lf2
12.0000,139.1177,2197.5083,8.5383,14.6208,15.2586,30.3317,236.5335,1.2748,1.8925,2.6539,134.1556,2198.0945,6.7926,15.9241,12.8979,28.1002,220.7561,2.0903,1.8327,3.8787,0.0588,1lf9
6.1000,77.8502,982.7735,3.4992,38.4232,3.4053,4.5637,21.5732,0.1055,3.2046,0.0000,86.1436,976.3612,3.5371,35.9271,1.3475,3.7359,22.0443,0.0826,3.4095,0.0000,0.3333,1lgt
4.0000,45.2358,618.7393,0.4583,45.5753,0.6561,0.0000,0.0000,0.0000,0.0000,0.0000,46.4627,613.1002,0.5133,43.1985,0.4370,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1lgw
8.1600,83.5638,1405.1864,3.7275,69.5121,5.5932,0.9783,8.5591,0.0000,0.0000,0.0000,89.9766,1397.6226,6.4906,69.2678,5.1223,0.9780,8.5587,0.0000,0.0000,0.0000,0.2500,1lhw
4.0400,41.8753,546.9153,0.4867,47.6622,0.6988,0.0000,0.0000,0.0000,0.0000,0.0000,41.8808,544.3193,0.4860,47.5566,0.6887,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1li2
4.2500,41.6869,598.2168,0.3731,37.1810,0.6239,0.0000,0.0000,0.0000,0.0000,0.0000,38.5400,595.0474,0.7870,36.7122,1.4273,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1li3
3.8000,37.4461,473.6740,0.4451,20.9493,0.5684,0.0000,0.0000,0.0000,0.0000,0.0000,30.7681,477.4597,0.3083,23.8677,0.3456,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1li6
7.5200,92.3963,1686.8684,1.2515,60.9860,2.4330,5.4218,36.1737,0.3442,1.3393,0.0000,94.5999,1607.1492,2.5895,68.3432,2.5804,5.5212,36.2273,0.2546,2.0000,0.0000,0.2222,1lke
6.8500,123.7930,1463.9688,5.2273,29.7743,10.3848,63.2703,365.7168,1.3479,5.9160,1.8865,132.9454,1565.2540,5.0055,37.0680,10.1686,41.3120,267.5124,1.1705,0.8494,1.1659,0.0444,1lkk
5.8100,118.3093,1435.6107,5.0048,25.2574,10.7948,36.3254,255.5790,0.3170,0.6663,0.1804,126.0508,1471.8292,3.9725,22.8372,8.7609,27.6565,240.8047,0.3322,1.1818,0.0000,0.0513,1lkl
8.7000,88.9312,1627.6477,1.4881,84.8502,2.0142,4.8926,32.9015,0.5635,2.2195,0.0000,103.8177,1546.2307,2.4042,72.8055,1.7095,4.5994,31.7985,0.2181,2.4033,0.0000,0.2500,1lnm
11.0600,92.1494,1499.2026,5.7268,5.6927,10.8017,10.7199,67.9302,0.6526,0.0000,0.0000,91.7138,1491.4993,4.7256,3.7258,7.9538,12.7799,67.2291,0.7628,0.0000,0.3655,0.1538,1lor
7.1900,67.5980,1141.3105,2.2929,0.0000,6.8644,8.0655,63.0389,0.0754,0.0000,0.2559,75.8747,1279.9484,3.9941,0.0000,7.1372,10.4391,62.3433,0.5095,0.0000,0.0000,0.1667,1los
5.5200,112.1273,1274.4175,2.0746,104.7458,0.0000,9.3137,63.4044,0.0474,14.0825,0.0000,104.3228,1258.3827,1.2967,93.9072,0.0000,5.0947,63.0451,0.0798,11.1147,0.0000,0.0952,1lox
7.0900,147.7301,1797.1797,2.5491,47.4644,2.6405,17.9184,178.4528,0.1916,8.1993,0.0000,133.5995,1708.3435,1.9002,68.6291,1.8142,19.0014,184.7951,0.2233,9.9982,0.0000,0.0769,1lpg
7.5500,149.6651,1597.7832,3.2281,66.7409,4.3023,12.7131,142.9047,0.1546,5.6922,0.0000,135.2171,1545.4031,3.5460,53.5865,5.3184,15.6757,129.9478,0.0980,5.8549,0.0000,0.0952,1lpk
7.6000,138.3210,1554.5482,2.9692,66.5395,3.3521,12.9526,142.2014,0.0910,5.7182,0.0000,136.0730,1539.5829,2.7366,62.1699,3.2549,13.2937,143.8662,0.1390,5.6951,0.0000,0.1250,1lpz
5.8200,106.1395,1454.1276,2.1966,37.8183,3.3159,16.3373,138.1779,0.2702,7.9174,0.0000,94.2915,1402.2471,1.6133,27.6025,2.7277,17.6049,136.5350,0.1544,7.9254,0.0000,0.1000,1lqe
6.8200,57.9674,853.5032,0.6263,66.5753,0.0000,4.3341,14.1998,0.0000,0.0000,0.0000,54.9770,904.3038,1.0672,55.7576,0.0000,4.5499,13.7450,0.0003,0.0000,0.0000,0.3333,1lrh
11.4200,136.0338,2092.2139,4.9298,56.7347,10.6527,58.1165,305.6280,0.9511,12.7232,1.1406,140.1210,2198.6807,5.9660,71.2097,10.6943,49.2405,337.8405,1.8510,19.6531,1.5516,0.0339,1lyb
4.5400,63.2848,550.5751,2.4291,0.0000,5.8000,3.5568,4.2885,0.0028,0.0000,0.0000,63.5495,550.7147,2.3875,0.0000,5.6743,3.5961,4.3262,0.0007,0.0000,0.0000,0.2500,1lyx
2.3100,109.0610,1595.8257,5.1678,26.0550,9.4746,6.5102,99.5908,0.7873,1.2914,1.0000,108.2109,1614.4736,5.7676,24.1866,7.5841,8.3421,106.7097,0.7368,1.3716,0.9772,0.1000,1m0o
7.5700,106.5840,1950.0360,2.1107,137.7763,0.3916,32.9531,263.5453,1.3176,52.1763,0.1092,98.2856,1961.9019,3.5224,138.6042,1.1670,33.2693,261.1510,1.0371,47.7355,0.8191,0.0556,1m13
4.6600,62.9110,730.5132,3.1159,0.0000,7.2015,5.8674,4.2850,0.0272,0.0000,0.0000,55.2358,737.3934,3.4380,0.0000,7.4079,4.2971,4.8968,0.0895,0.0000,0.0000,0.2500,1m1b
6.5200,130.9860,2102.2083,5.4832,76.2135,8.1932,44.3124,324.2675,1.4332,17.7546,0.5186,124.5080,1875.9705,2.1990,77.3958,4.2241,42.3394,356.5601,0.5325,15.6709,0.0000,0.0556,1m21
6.1100,83.1063,1255.6635,0.9296,60.7679,0.6333,3.7320,17.4129,0.0845,0.0000,0.0000,80.4480,1244.8008,1.8712,58.2234,2.3816,3.7136,17.3958,0.0813,0.0000,0.0000,0.3333,1m2p
6.4600,85.4893,1285.6925,2.2756,56.7189,1.5688,0.0000,0.0000,0.0000,0.0000,0.0000,84.7796,1278.2030,2.1929,55.8531,1.5525,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,1m2r
4.1500,62.4135,780.9020,1.4580,22.7942,1.9943,5.3445,16.9560,0.3149,0.3887,0.0000,55.2163,750.5720,1.3261,16.7488,1.9821,9.3535,14.0501,0.2734,0.0939,0.0000,0.2000,1m2x
5.0900,99.5766,1220.0450,1.3119,67.5019,2.3637,11.0944,122.8809,0.0152,3.9529,0.0000,89.6443,1172.6427,1.3211,69.2869,2.1882,10.4500,120.0371,0.0994,3.4608,0.0000,0.0870,1m48
9.5200,190.8383,3034.1956,6.5426,76.3331,11.8437,82.1324,537.7128,2.0462,14.3070,1.8353,208.6051,3138.3030,6.4045,86.6338,9.4830,64.9277,552.4634,2.0001,16.6903,1.3829,0.0274,1m4h
4.2700,79.9436,873.2449,4.3079,2.9298,9.4511,4.8686,18.9766,0.2488,0.0000,0.9211,56.0317,922.2965,2.6881,1.0055,7.4426,10.2794,13.3179,0.4106,0.0000,1.3816,0.1333,1m5w
