pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,nacttors,ninacttors,PDB
2.8200,59.9162,703.6823,0.7113,20.4706,1.1669,0.9056,3.5442,0.0000,0.0000,0.0000,1.0000,0.0000,3ppr
7.8200,143.8938,2353.8232,4.1439,89.7984,5.2689,43.9080,384.7994,0.7476,16.4583,0.5334,18.0000,1.0000,3prs
10.1700,113.2830,1492.4260,3.8428,61.4954,5.4534,6.4743,73.5018,0.5790,2.2576,0.1907,7.0000,2.0000,3ps1
6.6600,68.7520,1164.2546,1.7625,57.0899,0.7860,2.9305,14.8681,0.6046,0.0000,0.8188,1.0000,1.0000,3pwd
3.3500,46.6657,695.4542,1.6108,4.4830,4.2269,1.2879,11.9930,0.0000,0.0000,0.0000,2.0000,0.0000,3pwk
9.1000,137.4244,2109.9956,5.1048,52.9801,6.1611,35.3496,237.0709,0.5704,6.1432,0.0000,12.0000,2.0000,3pwm
7.3200,121.1236,2327.7834,2.9566,80.4844,6.2040,37.6979,319.8791,1.6400,11.4611,0.2175,13.0000,1.0000,3pww
4.4300,65.0808,1106.4104,1.3675,84.1031,0.0000,9.3128,59.2929,1.3139,5.9868,1.9959,3.0000,0.0000,3pxf
6.8600,89.6653,1307.5297,2.1481,58.4204,0.9088,11.8331,103.1088,0.1984,3.3290,0.0000,3.0000,0.0000,3pyy
5.3300,40.1176,525.5295,2.5244,0.0000,4.4872,1.0169,0.2479,0.1547,0.0000,0.5619,2.0000,2.0000,3q1x
4.1800,76.4076,926.8553,1.1687,43.5219,2.2159,8.2353,37.4611,0.4657,0.0000,0.4782,4.0000,1.0000,3q2j
6.3100,140.2746,1740.7372,3.8810,57.6320,7.1064,14.4247,105.0092,0.1044,2.2225,0.0000,11.0000,2.0000,3q44
4.3100,161.1274,2149.1611,5.0744,22.3256,9.5718,83.6673,584.2598,3.0761,19.1118,4.4248,32.0000,3.0000,3q5u
7.5700,133.4543,2009.6854,2.8907,50.4503,2.3887,8.9472,116.7369,0.4576,3.5176,0.0000,7.0000,0.0000,3q6w
5.6500,132.1956,1254.7452,4.8950,0.0000,10.7966,19.1424,136.2689,1.4565,0.0000,1.7281,8.0000,3.0000,3q7q
11.5400,150.4070,2176.7461,5.8392,49.2212,6.9718,36.3059,272.7500,0.7109,1.5975,0.0000,14.0000,1.0000,3qaa
4.9700,81.1482,665.5109,2.2890,0.0000,2.4819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3qbc
8.7700,94.1583,1228.7338,1.3154,35.6339,0.7225,8.6554,63.8374,0.4219,0.0000,0.0000,3.0000,1.0000,3qdd
4.1700,167.3030,2154.8418,4.1241,93.8879,4.9718,61.6309,399.6423,2.4322,1.0490,1.2664,25.0000,2.0000,3qfd
6.1200,41.1565,692.6595,1.7185,2.7210,3.8550,0.2819,2.1420,0.4409,0.0000,0.9485,1.0000,3.0000,3qfy
3.2400,50.8781,779.2680,1.8110,0.0000,4.9566,0.2476,3.1627,0.4857,0.0000,0.9956,1.0000,4.0000,3qfz
5.8900,85.8869,1438.2595,1.6974,56.1346,1.9683,2.1728,123.8984,0.2964,2.8952,0.0000,4.0000,1.0000,3qgw
7.8000,77.5920,1411.0951,1.4826,51.9778,2.0161,3.4529,138.0098,0.2954,3.3241,0.0000,4.0000,1.0000,3qgy
6.8700,52.4483,807.7623,2.5415,8.0245,6.3066,5.9178,59.5062,0.4251,0.0000,0.9073,4.0000,2.0000,3qin
8.3800,182.9828,2472.4812,2.3238,92.3116,2.1202,53.7904,391.9242,1.4594,24.6081,1.0000,16.0000,0.0000,3qkd
6.3700,68.8451,964.4363,1.0713,56.4458,1.6266,17.0100,64.4084,0.0997,21.1018,0.0000,14.0000,0.0000,3qlm
4.8500,43.3956,788.3011,0.6505,4.9451,1.5326,13.9160,64.8710,1.3195,0.0000,2.9860,5.0000,5.0000,3qnd
6.5700,136.2551,1699.7026,5.3341,1.8560,9.7703,5.6703,77.0479,0.1722,0.0000,0.0000,7.0000,3.0000,3qox
5.6000,52.1150,1422.3451,1.0070,63.1551,0.9093,12.6099,43.6554,0.1539,6.2134,0.0000,4.0000,3.0000,3qps
5.8200,68.9272,1829.5959,2.5650,72.6417,1.2390,17.0648,108.2216,0.6566,8.6171,1.4230,7.0000,3.0000,3qqa
5.8200,77.9513,1153.9595,2.0188,42.4358,3.5963,11.8164,51.6231,0.7574,5.5014,1.0076,4.0000,0.0000,3qqs
5.3700,78.2897,1193.1982,3.8070,10.5736,9.1920,8.4031,53.8116,0.3113,0.0000,0.0000,6.0000,0.0000,3qt6
4.1300,112.8874,1460.9951,1.8089,53.2301,2.0236,19.9095,113.3619,0.3654,2.2443,0.6007,6.0000,1.0000,3qto
4.6500,112.9588,1481.4705,1.7907,54.7246,1.3290,18.0530,112.7488,0.3194,1.8814,0.5358,6.0000,1.0000,3qtv
6.4500,114.0861,1895.7607,4.7021,38.2192,9.5863,29.4226,206.3047,0.3804,0.4661,0.6523,17.0000,1.0000,3qw5
4.2600,100.4463,1381.2850,1.8476,53.3237,1.2778,22.4147,121.3597,0.3792,2.2742,0.6165,6.0000,1.0000,3qwc
4.2000,119.4015,1505.1241,1.7058,56.9232,1.9229,19.6558,119.4586,0.4996,2.6079,0.6392,6.0000,1.0000,3qx5
2.8600,139.8626,1596.4352,3.4758,0.0000,7.8883,31.5811,314.1665,2.7081,0.0000,3.0139,12.0000,6.0000,3qx8
4.0500,110.5651,1088.0457,2.6920,0.0000,6.0975,8.6744,120.2639,0.5843,0.0000,0.0000,8.0000,2.0000,3qx9
5.2200,144.0743,1665.2623,3.3292,24.2939,6.5013,16.3815,106.7980,0.2124,1.3447,0.0000,9.0000,2.0000,3qxt
8.4000,167.0732,1669.2871,4.3775,21.5657,6.8989,14.4554,111.4537,0.5208,4.8366,0.0000,9.0000,0.0000,3qxv
5.0800,125.3997,1797.4874,6.4980,0.0000,10.4195,11.8566,203.1724,0.1607,0.0000,0.0000,2.0000,4.0000,3qyy
4.8400,65.2868,1587.4073,1.2347,56.9578,1.4219,70.5621,414.0497,0.9298,41.6957,0.9983,15.0000,1.0000,3r0y
7.3000,64.3206,938.4184,1.5055,25.2956,2.3091,4.6222,40.5922,0.0160,1.2139,0.0000,4.0000,1.0000,3r16
6.4100,56.1470,966.5658,0.7863,22.2354,1.1247,6.1606,49.4259,0.0490,1.0759,0.0000,4.0000,1.0000,3r17
6.9200,62.5219,1091.6356,0.3070,75.6748,0.0000,3.1421,32.4443,0.0171,4.4710,0.0000,3.0000,1.0000,3r1v
5.2500,95.9443,1538.0159,2.5624,0.2121,6.3914,12.4807,89.8206,0.0878,0.0000,0.0000,7.0000,4.0000,3r24
5.9200,64.4832,914.7763,1.1235,25.7502,1.4119,3.8737,30.3234,0.1449,1.5164,0.0000,2.0000,1.0000,3r4m
6.8900,77.1898,1232.8499,1.1251,39.1751,1.3774,23.0528,88.0430,0.2140,12.4463,0.0000,6.0000,1.0000,3r4n
7.9600,102.5064,1669.1691,2.5416,45.3964,2.7098,33.4741,179.9607,0.3734,4.4302,0.0000,7.0000,1.0000,3r4p
4.7200,92.0041,1441.7169,3.7960,45.8286,3.0611,10.6446,48.7441,0.5918,0.0000,0.0000,3.0000,0.0000,3r6c
4.5200,46.9037,454.0506,0.7444,0.0000,1.5289,1.6783,0.6591,0.0006,0.0000,0.0000,2.0000,1.0000,3r6u
8.3600,142.4518,2029.4915,2.6303,44.2310,2.6035,8.6029,162.6077,0.5933,1.9878,0.0000,7.0000,0.0000,3r7o
4.8200,63.1184,756.4327,1.2653,15.0068,2.1814,3.1776,15.2058,0.3010,0.0000,0.7838,3.0000,1.0000,3r88
9.4300,73.0897,1040.5409,4.5172,7.4836,8.2631,5.5628,25.6641,0.0647,0.0000,0.0000,6.0000,0.0000,3rbu
9.8500,72.5545,967.7260,3.1808,23.6385,6.2800,3.3013,30.6669,0.0886,0.0000,0.0000,5.0000,0.0000,3rdo
9.3100,70.3945,933.8990,2.8222,31.8353,6.0075,4.0968,28.0016,0.0001,2.0000,0.0000,6.0000,0.0000,3rdq
4.9100,104.1957,1470.2657,2.1666,80.9867,3.7797,101.4343,726.5262,4.5689,8.2127,7.8911,29.0000,5.0000,3rdv
7.4000,66.6136,1209.4011,0.9953,8.8076,1.5263,6.6707,55.7397,0.2058,0.0000,0.2434,2.0000,3.0000,3re4
6.2500,87.6959,1091.8867,2.1867,36.8305,3.0073,6.7819,68.2434,1.0162,1.0962,1.0000,5.0000,1.0000,3rf4
5.6300,86.5588,948.1624,2.3590,44.8448,2.5133,4.9117,37.4481,0.7120,1.5398,1.0000,4.0000,0.0000,3rf5
9.9200,126.8452,1246.0590,3.3783,26.1623,2.5582,7.1868,37.6692,0.2980,0.7768,0.0000,4.0000,2.0000,3rlb
7.0800,65.6678,1008.3967,1.0386,32.7318,1.4014,2.9803,39.5922,0.0066,1.5968,0.0000,2.0000,1.0000,3rlp
7.4000,77.6255,1254.6262,1.7928,33.7941,1.9372,8.7615,60.8010,0.0496,3.8122,0.0000,2.0000,0.0000,3rlq
7.5200,86.3074,1326.9224,2.2690,42.1155,2.1184,8.9337,64.8381,0.0716,3.8388,0.0000,2.0000,0.0000,3rlr
5.7700,90.6625,1278.5348,1.7711,35.3909,2.5023,7.0763,42.4528,0.0797,0.0000,0.0000,4.0000,1.0000,3rm4
4.7700,52.0887,898.7608,1.4430,33.4049,1.7900,1.1471,21.9845,0.0000,0.0000,0.0000,1.0000,0.0000,3rm9
8.1900,105.8615,1582.3799,1.9033,42.8064,3.0435,11.6857,109.3579,0.0725,0.3739,0.0000,7.0000,1.0000,3roc
4.5500,106.5195,1020.1057,2.4392,15.7589,3.4473,1.0738,10.6543,0.0000,0.0000,0.0000,2.0000,0.0000,3rr4
4.4100,67.6404,788.3094,1.1934,39.0197,2.0946,1.5119,19.0737,0.0000,1.5254,0.0000,1.0000,1.0000,3rsx
8.8000,156.2558,2779.9004,7.2390,47.6792,10.1867,36.9179,264.9224,1.3106,14.3121,2.6511,30.0000,4.0000,3rt4
4.8500,53.7381,1146.2302,0.5374,39.3294,1.0485,19.4657,88.8941,0.4920,16.7893,0.0000,5.0000,1.0000,3ru1
9.2800,221.0061,2402.8086,7.6492,21.9716,12.1958,10.0295,172.7752,0.5414,0.0000,0.8752,10.0000,2.0000,3rux
4.9200,82.5202,1037.4159,1.8904,32.8265,2.7335,13.5453,49.8212,0.3453,2.6806,0.0000,5.0000,0.0000,3rv8
9.2200,73.5830,1809.7858,1.6016,28.2812,2.9073,20.7755,140.7601,1.0336,3.4777,0.0000,6.0000,1.0000,3rwp
7.8000,71.5517,966.8612,1.3459,40.2725,2.3368,1.6872,40.7226,0.0000,0.1929,0.0000,4.0000,1.0000,3ryj
7.0700,52.7275,871.0280,0.7852,25.7484,0.8273,1.7920,24.1766,0.0018,1.1973,0.0000,3.0000,1.0000,3ryv
8.1400,75.9028,1065.2194,1.6788,40.4335,2.1002,5.1243,57.3348,0.0215,1.2005,0.0000,5.0000,1.0000,3ryx
7.4200,66.5940,890.9153,1.1991,39.0112,1.8965,2.7363,29.7492,0.0000,0.8554,0.0000,4.0000,1.0000,3ryy
8.6200,77.7627,1146.7010,1.4726,46.2152,2.1867,4.4809,65.8357,0.1677,4.7664,0.0000,6.0000,1.0000,3ryz
7.5500,70.2144,929.2886,1.1462,43.0806,2.0273,3.7757,34.7958,0.0000,2.1180,0.0000,5.0000,1.0000,3rz0
8.7400,75.8348,1248.6521,2.0755,46.3365,2.2536,15.1690,86.7945,0.8071,10.5886,0.0000,7.0000,1.0000,3rz1
7.8900,68.9367,948.2511,1.2584,46.0550,2.0380,4.0687,42.0864,0.0404,2.4219,0.0000,6.0000,1.0000,3rz5
8.9600,76.7770,1318.7588,1.5192,49.8715,1.6129,16.5727,109.0746,1.1503,14.5780,0.0000,8.0000,1.0000,3rz7
8.1700,73.2669,1015.6195,1.2621,51.8303,1.9634,5.2933,43.7092,0.0545,3.1947,0.0000,7.0000,1.0000,3rz8
6.4900,86.5349,1116.3484,2.7202,107.2640,0.0000,3.9047,34.6384,0.4414,9.3370,0.0000,2.0000,0.0000,3s0b
7.0500,45.3609,707.5783,0.6031,59.1581,1.1481,6.7487,10.1345,0.0092,10.1184,0.0000,5.0000,1.0000,3s0d
6.5500,64.6950,801.1553,1.0721,46.5288,1.9236,1.9143,9.7274,0.0721,2.1359,0.0000,3.0000,1.0000,3s0e
6.8000,102.6665,1298.5308,4.6205,1.6410,8.4357,11.8712,97.9913,0.7621,0.9998,0.0000,6.0000,1.0000,3s2v
6.2300,91.4421,1140.8696,1.3815,25.9320,1.5753,8.6856,61.0925,0.5670,0.0000,0.0000,5.0000,1.0000,3s3v
8.6000,125.0636,2011.9496,3.4008,60.6924,5.2040,23.0718,210.4924,0.5366,0.1141,0.0000,12.0000,2.0000,3s43
8.4900,119.1306,1916.5710,3.8980,54.2553,5.3771,28.8703,194.2160,0.5365,2.7101,0.0000,12.0000,2.0000,3s45
9.6400,117.8040,2067.5278,4.2905,38.8467,5.7265,39.9969,227.4773,0.4125,10.7972,0.0000,12.0000,2.0000,3s54
9.6200,152.0472,2415.1763,3.6417,82.8837,6.6212,41.6402,356.3589,1.2627,12.6141,0.1247,13.0000,1.0000,3s56
7.4100,74.4645,674.9527,3.8454,0.0000,7.9907,1.2734,2.5014,0.1834,0.0000,0.6118,1.0000,4.0000,3s5y
7.3500,79.9454,1134.1965,2.7920,19.6550,6.1494,12.3387,74.6835,0.6820,0.0000,0.5613,5.0000,3.0000,3s6t
8.6400,61.0439,792.2314,1.8107,25.0840,2.7780,0.3782,12.8651,0.0000,0.0000,0.0000,1.0000,1.0000,3s71
6.4000,56.8914,778.4537,1.8670,16.0817,3.0352,0.5470,12.6681,0.0000,0.0000,0.0000,1.0000,1.0000,3s72
8.7000,59.6535,758.4497,1.5402,14.8283,2.3564,0.2339,13.2629,0.0000,0.0000,0.0000,1.0000,1.0000,3s73
6.8200,45.5304,577.7115,1.2223,11.0168,2.6553,0.3345,2.0470,0.0000,0.0000,0.0000,1.0000,1.0000,3s75
5.0500,49.4391,578.0876,2.6274,0.0000,4.5757,0.4863,1.9071,0.0000,0.0000,0.0000,1.0000,1.0000,3s76
7.2100,49.9066,599.6855,1.3722,0.0000,2.4667,0.2657,2.2932,0.0000,0.0000,0.0000,1.0000,1.0000,3s77
6.4700,49.1358,608.3754,0.8787,8.2028,1.5846,0.0878,2.5150,0.0000,0.0000,0.0000,1.0000,1.0000,3s78
5.6400,91.7399,1256.2466,4.8583,31.3093,9.2969,33.1927,208.4527,1.4413,1.4151,0.9568,12.0000,0.0000,3s8l
6.2100,94.0560,1295.9667,4.4807,33.6628,9.4638,33.4360,219.7263,2.1190,1.9184,1.3542,12.0000,0.0000,3s8n
6.8500,74.7977,1289.0382,2.2133,35.0672,3.7661,31.9165,202.1165,1.6986,4.3519,2.0927,12.0000,0.0000,3s8o
7.3000,70.5855,1060.3479,2.0928,34.1332,3.1752,8.5362,63.1071,0.1780,0.1162,0.0000,5.0000,1.0000,3s8x
5.1300,70.5436,691.6304,3.8453,12.1511,8.3992,2.6875,7.1598,0.0569,0.0000,0.0000,4.0000,1.0000,3s9e
6.8200,81.3989,1317.0542,1.6974,17.6283,1.9711,9.4759,80.4011,0.4120,2.3118,0.0000,5.0000,1.0000,3s9t
7.5900,78.6773,1133.4062,1.8762,35.1773,2.2636,4.1612,63.1844,0.0190,0.5079,0.0000,8.0000,1.0000,3sap
6.5700,70.1395,1224.4709,1.7511,33.9040,2.6198,13.9864,79.5628,0.4386,2.6360,0.0000,6.0000,1.0000,3sax
7.2800,68.8034,1032.6667,1.3043,32.5598,1.8672,3.5929,58.4660,0.0000,0.0000,0.0000,5.0000,1.0000,3sbh
7.9200,79.5045,1008.0516,2.0438,27.5640,2.3007,3.8404,49.5992,0.0293,0.0000,0.0000,5.0000,1.0000,3sbi
6.0600,27.1093,749.2968,1.9529,3.1168,4.7106,8.6652,32.0026,0.0090,0.0000,0.0000,2.0000,3.0000,3sfg
5.5900,104.0835,1414.8630,1.2216,50.5751,1.5560,17.7765,114.2315,0.4353,2.8466,0.7192,6.0000,1.0000,3sha
5.7200,102.3894,1419.1704,1.9854,47.7127,1.5955,17.8920,111.2157,0.4721,0.7805,0.6863,6.0000,1.0000,3shc
4.1600,94.5616,1364.5557,1.1843,53.6127,1.6286,17.7111,106.0758,0.4653,2.8040,0.7168,6.0000,1.0000,3si3
3.8800,101.0122,1417.0479,1.2557,53.8293,1.5237,19.1529,113.5308,0.5941,2.8193,0.8467,6.0000,1.0000,3si4
8.0000,125.3296,2131.9619,2.5957,54.8035,1.5625,53.4011,325.8819,4.2203,10.8091,0.0000,11.0000,2.0000,3sio
7.6400,161.8601,1966.8473,3.2344,25.0548,6.1485,19.4038,129.2849,0.1266,1.8299,0.0000,13.0000,0.0000,3sjf
3.6100,116.4697,1141.2815,4.1746,52.9528,1.0275,2.3238,34.1889,0.1685,0.0000,0.0000,3.0000,1.0000,3sk2
6.9900,162.7255,2920.5376,6.0028,119.8824,6.8664,58.0230,482.1859,0.5982,9.3965,0.2111,25.0000,2.0000,3slz
9.7000,116.7677,1958.7942,3.6188,44.3391,4.8615,26.8666,196.2780,0.7175,1.0729,0.0000,12.0000,2.0000,3sm2
3.8600,81.4989,1294.8666,0.8644,63.1576,1.2946,39.6737,217.1682,0.7750,21.3028,0.0000,11.0000,2.0000,3spf
6.5400,139.0559,1766.1907,4.8880,1.7326,8.4861,6.3217,83.5549,0.3488,0.0000,0.0000,8.0000,3.0000,3sr4
11.3000,136.6458,2174.3667,3.9893,67.2961,5.0494,26.1491,260.6337,0.3904,0.2991,0.0000,13.0000,2.0000,3st5
8.4000,146.4833,1802.4407,5.1041,22.5816,9.8342,30.8160,260.6981,1.2969,0.0000,0.8439,9.0000,1.0000,3str
6.7900,139.3824,1861.8837,2.9703,62.9973,5.4776,15.7872,298.9944,1.6897,0.7125,0.5223,8.0000,0.0000,3su0
6.6800,136.3780,1858.7249,3.1802,58.5735,5.6405,16.4026,300.7822,1.4545,1.3858,0.4290,8.0000,0.0000,3su1
4.3500,146.1772,1909.5547,2.9601,58.7303,5.4621,14.2416,275.9272,1.5388,0.0000,0.5156,8.0000,0.0000,3su2
9.1300,139.1647,1915.7872,2.9063,56.5392,5.0808,21.8085,193.4396,1.7891,3.2713,1.1384,7.0000,0.0000,3su3
6.2600,138.1571,1930.5663,3.2580,56.9519,5.1210,18.0281,200.9388,2.4456,1.5241,0.9845,7.0000,0.0000,3su4
5.5800,135.5150,1906.5780,2.9953,52.1849,5.0268,21.5125,194.8502,1.9872,3.1314,1.2665,7.0000,0.0000,3su5
6.0200,147.2197,1972.9553,2.8372,54.4832,4.8427,22.2753,194.3141,1.8578,2.8718,1.2380,7.0000,0.0000,3su6
9.0800,151.8424,1981.9492,5.9367,58.5601,6.7951,22.8388,217.3983,2.2887,1.8904,1.2695,8.0000,0.0000,3sue
7.5600,145.7655,1979.4215,3.1869,53.1685,5.0980,23.2851,218.6131,2.9401,2.1719,1.5152,8.0000,0.0000,3suf
6.2100,127.5427,1943.4047,3.4093,48.0861,3.6556,20.1597,208.5546,2.9398,3.5626,1.5806,8.0000,0.0000,3sug
4.1500,63.6753,1137.7078,1.4570,16.8841,0.7099,24.9804,192.4702,2.4760,4.3881,0.8683,8.0000,0.0000,3sur
4.1500,98.9330,948.7128,4.4735,15.3902,5.5431,0.2137,5.8451,0.0000,0.0000,0.0000,1.0000,3.0000,3sus
7.8500,69.8119,987.7506,1.5385,22.9393,2.4878,10.8969,98.5611,0.6998,0.0000,1.7854,6.0000,3.0000,3sut
8.5200,131.8111,1295.0795,6.2987,25.5201,8.5939,13.0798,87.9172,0.8135,0.0000,0.0000,6.0000,3.0000,3suu
4.5500,91.1341,922.6057,3.8580,16.4263,6.0559,3.5157,15.4825,0.6106,0.0000,0.3382,2.0000,3.0000,3suv
4.7000,97.8282,979.5300,3.8326,20.5625,5.9722,2.3992,17.2905,0.4601,0.0000,0.0000,1.0000,3.0000,3suw
4.1900,98.6751,1374.5027,1.4295,55.3476,1.4453,14.1025,110.6598,0.4391,0.0241,0.8883,6.0000,1.0000,3sv2
4.5000,75.2940,958.2502,2.5957,19.8715,3.9923,11.5943,39.0407,0.4832,0.0000,0.9757,5.0000,1.0000,3sw8
8.4000,88.3282,1173.1689,3.7461,33.8506,3.5957,14.2250,83.7763,0.3581,4.7763,0.0000,5.0000,1.0000,3sww
8.6000,105.8384,1576.3719,1.9690,62.4348,1.3377,6.6115,75.6319,0.2113,4.7154,0.0000,4.0000,1.0000,3sxf
4.5700,107.4009,1456.2349,4.1736,2.3967,9.7389,5.5767,65.5370,0.7668,0.0000,1.4972,3.0000,5.0000,3sym
5.1000,102.4002,1312.5509,3.5862,2.3252,7.9831,4.5715,49.4366,0.3517,0.0000,0.6278,2.0000,4.0000,3syr
4.4800,31.6225,450.9070,0.9917,0.0000,2.4596,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,3t01
3.0400,63.3643,919.8800,2.8247,10.4746,6.4964,2.0876,22.7111,0.1394,0.0000,0.5187,3.0000,4.0000,3t08
3.8000,59.5420,859.9005,4.5829,0.0000,5.9937,0.4307,3.4690,0.4954,0.0000,1.0000,1.0000,4.0000,3t09
4.3000,59.9226,924.9034,2.5872,11.4775,6.2561,1.9019,22.3402,0.2140,0.0000,0.5309,3.0000,4.0000,3t0b
2.3700,57.0816,817.2287,2.5015,0.0000,3.2413,1.7887,2.8645,0.1192,0.0000,0.4926,1.0000,4.0000,3t0d
8.0000,132.5843,1789.5216,0.9391,170.2064,1.2664,8.5777,102.8403,0.7534,12.6603,0.0000,8.0000,0.0000,3t0x
8.3700,152.7213,1983.9174,3.4166,95.0712,0.1680,21.5637,148.0104,1.1051,1.9471,0.0000,5.0000,1.0000,3t1a
3.2600,65.2626,829.6869,2.4862,11.9077,5.4130,16.8591,92.8077,0.4889,0.0000,0.9297,7.0000,2.0000,3t1l
3.0400,109.5145,1135.3550,2.3643,25.2619,4.7688,17.3172,174.8604,0.1831,5.1722,0.0000,7.0000,2.0000,3t1m
3.6600,60.0996,841.0977,5.1620,0.0000,6.8842,0.4150,3.6704,0.4810,0.0000,0.9908,1.0000,4.0000,3t2q
10.2300,123.3786,2026.6105,3.7092,44.7650,5.8380,35.0813,235.3149,0.6211,6.5844,0.0000,12.0000,2.0000,3t3c
8.6000,107.7221,1691.6755,2.4367,50.8344,2.1669,7.2268,104.0384,0.1873,2.5756,0.0000,4.0000,1.0000,3t3u
6.3600,160.7887,2542.6431,5.1046,53.8787,6.4023,39.6458,330.9386,3.0729,3.1670,0.0000,14.0000,2.0000,3t6b
7.0000,88.7675,1287.6678,3.2491,5.2112,5.4964,20.4974,73.8667,0.4271,0.7937,0.6635,7.0000,3.0000,3t82
6.9800,106.4235,1510.2540,3.6857,14.1121,5.3242,33.2997,129.7762,0.8017,3.8570,0.0000,12.0000,1.0000,3t83
6.9700,91.7477,1195.4893,3.4078,4.0648,5.9962,13.6939,49.2570,0.3231,0.0000,0.4095,5.0000,4.0000,3t84
7.9500,79.2062,1216.8842,3.3785,5.5175,6.6874,20.1728,73.6876,0.1523,1.0000,0.0000,7.0000,3.0000,3t85
6.5900,165.1627,2228.6772,4.0495,58.2553,7.3040,22.9232,239.1588,0.3721,7.2603,0.6741,18.0000,2.0000,3t8v
3.4700,142.6149,1726.4908,4.2199,0.0000,9.3192,16.8290,147.5770,0.4168,0.0000,0.0000,8.0000,3.0000,3ta0
3.2500,147.4623,1676.3914,4.2117,0.0000,9.2473,14.5102,114.5919,0.1787,0.0000,0.0769,6.0000,3.0000,3ta1
5.1400,54.2042,646.5514,2.6656,0.0000,5.0154,0.2596,10.2296,0.0000,0.0000,0.0000,3.0000,1.0000,3tao
5.0800,45.3996,697.0464,1.7614,0.0000,4.6967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,3tb6
5.8700,107.8968,1410.1361,5.2780,11.8120,10.8754,12.2908,94.0787,0.1232,0.0000,0.0000,12.0000,2.0000,3tcg
5.6600,67.8576,705.6434,3.8118,9.4814,7.7290,5.6312,20.4231,0.0117,0.0000,0.0000,6.0000,2.0000,3td4
6.3000,93.6008,1664.1791,3.9330,0.0000,7.2121,13.0621,117.3863,0.8388,0.0000,1.2397,8.0000,3.0000,3tei
3.2800,128.4363,1672.1396,5.7858,15.5548,6.8485,9.0346,113.1403,0.4279,1.4106,0.9345,7.0000,2.0000,3tfu
4.7000,188.0360,2941.7761,7.2602,57.3285,12.3156,66.0202,554.4954,1.6003,3.8976,2.2932,35.0000,5.0000,3tg5
7.7000,112.4169,1914.2120,3.3929,63.8853,3.3309,18.9192,171.9970,0.3622,0.0000,0.0000,8.0000,1.0000,3th9
5.3800,139.6857,1518.3623,4.5108,0.0000,7.2980,11.5098,104.9965,0.2540,0.0000,0.0000,6.0000,3.0000,3tif
5.2700,126.4735,2086.0725,4.1906,66.0779,4.7219,31.5684,256.6419,0.7113,0.6079,0.0000,12.0000,2.0000,3tkw
6.8700,237.8230,2937.5371,7.1912,15.5053,14.2664,26.5274,275.6056,0.3676,0.8437,0.0000,16.0000,4.0000,3tmk
8.5200,56.9853,479.0905,1.1201,30.2227,2.5020,0.4015,1.3219,0.0000,0.0000,0.0000,3.0000,2.0000,3ttm
7.8400,90.1453,788.3472,1.9224,38.2764,3.5470,0.6769,11.5660,0.0000,0.4012,0.0000,7.0000,2.0000,3ttn
8.0900,118.6112,1667.7106,3.3319,55.7642,5.0708,27.5966,177.2381,0.1217,3.4588,0.2686,8.0000,0.0000,3tu7
3.9200,43.9997,544.5240,0.4756,23.5938,0.7119,1.4115,2.3375,0.4583,0.0000,0.9671,1.0000,1.0000,3twp
5.5000,111.0782,1213.4955,3.6978,27.5581,8.2546,8.0667,73.5404,0.3789,1.5326,0.0000,7.0000,1.0000,3tza
5.4400,115.9887,1437.1761,3.2970,0.0000,6.2371,4.1913,47.3278,0.1258,0.0000,0.0000,1.0000,2.0000,3u10
7.1100,83.9737,1564.7212,1.3946,50.2164,1.9916,6.3417,82.6229,0.2045,0.0000,0.0000,4.0000,0.0000,3u15
5.6100,70.8337,1018.9938,0.6410,62.9820,0.0000,3.7210,48.6256,0.7047,5.5415,0.0000,1.0000,0.0000,3u5j
6.1900,76.4026,1065.1669,0.8889,61.9392,0.8514,2.9586,53.4537,0.5521,5.0794,0.0000,1.0000,0.0000,3u5l
9.0000,140.2328,2237.1777,3.8567,84.4361,1.6347,15.8116,141.1527,1.8642,8.5167,0.9519,7.0000,0.0000,3u6h
7.0700,95.4979,1465.8041,3.0386,33.6392,5.9820,24.9475,159.3900,0.5788,0.0000,0.0000,9.0000,1.0000,3u7k
7.2800,89.9435,1480.9105,2.8545,31.8023,6.4281,24.5778,146.8000,0.4793,0.6464,0.0000,8.0000,1.0000,3u7l
7.4500,105.4874,1412.2845,2.9200,30.4721,5.6594,21.4664,108.7977,0.7373,5.5275,0.0000,11.0000,1.0000,3u7m
7.9500,102.2022,1368.8461,2.9423,22.4786,5.2314,22.0392,104.8887,0.8948,8.0402,0.1680,11.0000,1.0000,3u7n
8.4300,113.3620,2110.1125,4.0182,46.8265,6.1468,34.5144,233.2735,0.6110,6.2799,0.0000,12.0000,2.0000,3u7s
4.4400,116.6661,1542.8762,4.1999,3.0838,9.6147,4.9931,76.1925,0.0000,0.0000,0.0000,7.0000,4.0000,3u81
4.6200,61.1304,701.1978,0.7677,46.1055,1.6936,19.7559,43.1992,0.0925,24.4298,0.0000,12.0000,0.0000,3u90
